Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,263,1123.1,1213.8789,10.14104,2510.3,Continuing
2,34,1730.2,988550.3,238971.84,2510.3,Continuing
3,169,1250.5,3634.4834,990.31226,2510.3,Continuing
4,208,1153.4,1585.0674,340.0869,2510.3,Continuing
5,205,1730.2,1767.645,45.552082,2510.3,Continuing
6,115,1536.5,1729.0942,41.362373,2510.3,Continuing
7,265,1680.6,1098.057,329.78424,2510.3,Continuing
8,296,1681.2,1792.2583,76.47209,2510.3,Continuing
9,124,1600.0,1793.5825,39.67765,2510.3,Continuing
10,288,1768.0,1651.312,37.888115,2510.3,Continuing
11,225,1088.6,1684.5707,43.616158,2510.3,Continuing
12,40,2157.3,2082.847,50.37321,2510.3,Continuing
13,71,2501.1,2138.7358,59.74386,2510.3,Continuing
14,191,2411.5,2493.248,61.99052,2510.3,Continuing
15,172,1164.4,915.2561,379.74817,2510.3,Continuing
16,99,2411.5,2278.3804,68.81794,2510.3,Continuing
17,31,2487.3,2288.713,67.588104,2510.3,Continuing
18,292,2372.4,2378.511,62.980873,2510.3,Continuing
19,306,2510.3,2342.5813,62.844955,2510.3,Max Yield Strength reached
