Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,64,1661.2,1290.9596,10.783213,2510.3,Continuing
2,16,1328.3,7683483.5,1446717.6,2510.3,Continuing
3,6,1605.4,2188142.8,336646.06,2510.3,Continuing
4,34,1730.2,1587021.6,207125.75,2510.3,Continuing
5,208,1153.4,3126.2886,505.60675,2510.3,Continuing
6,71,2501.1,1743.7128,43.197506,2510.3,Continuing
7,31,2487.3,2509.2532,49.0807,2510.3,Continuing
8,191,2411.5,2459.459,48.278255,2510.3,Continuing
9,118,1603.3,2509.1943,53.472885,2510.3,Continuing
10,181,1801.8,3942.3643,416.87378,2510.3,Continuing
11,40,2157.3,2504.1,69.898026,2510.3,Continuing
12,273,2402.3,2479.9395,52.474655,2510.3,Continuing
13,306,2510.3,2440.407,53.569805,2510.3,Max Yield Strength reached
