Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,169,1250.5,1227.745,10.53506,2510.3,Continuing
2,291,1577.8,295721.34,63869.055,2510.3,Continuing
3,34,1730.2,212417.12,40178.82,2510.3,Continuing
4,265,1680.6,3244.3503,360.32098,2510.3,Continuing
5,71,2501.1,1837.1306,175.16066,2510.3,Continuing
6,191,2411.5,2425.433,63.629616,2510.3,Continuing
7,99,2411.5,2452.7158,60.581825,2510.3,Continuing
8,31,2487.3,2422.1238,46.81624,2510.3,Continuing
9,118,1603.3,2470.3118,48.195843,2510.3,Continuing
10,283,1130.4,6443.6343,217.3741,2510.3,Continuing
11,6,1605.4,3919.3809,97.69285,2510.3,Continuing
12,40,2157.3,2393.9614,60.179676,2510.3,Continuing
13,263,1123.1,2418.947,60.513573,2510.3,Continuing
14,172,1164.4,3242.3396,1555.0072,2510.3,Continuing
15,306,2510.3,2462.0103,89.969246,2510.3,Max Yield Strength reached
