Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,263,1123.1,1308.9985,10.79128,2510.3,Continuing
2,6,1605.4,1174.4891,140.34912,2510.3,Continuing
3,34,1730.2,1044684.25,249243.02,2510.3,Continuing
4,169,1250.5,7490.6665,1442.1609,2510.3,Continuing
5,208,1153.4,4530.713,776.14667,2510.3,Continuing
6,205,1730.2,1801.5605,45.99249,2510.3,Continuing
7,185,1998.6,1683.043,35.28366,2510.3,Continuing
8,291,1577.8,2257.1438,58.58108,2510.3,Continuing
9,194,1233.3,1856.1046,40.683693,2510.3,Continuing
10,296,1681.2,2058.2268,108.34959,2510.3,Continuing
11,172,1164.4,2578.8904,147.8881,2510.3,Continuing
12,115,1536.5,1846.9413,45.38072,2510.3,Continuing
13,132,1478.4,1663.1669,49.16524,2510.3,Continuing
14,280,1730.2,1580.968,42.453526,2510.3,Continuing
15,203,1688.1,1685.0106,45.237297,2510.3,Continuing
16,204,2005.5,1515.2893,43.80341,2510.3,Continuing
17,68,2006.0,1890.8129,54.428787,2510.3,Continuing
18,285,1812.1,1922.9485,59.62071,2510.3,Continuing
19,224,1792.2,1881.2279,49.16978,2510.3,Continuing
20,19,1723.2,1744.0515,47.963207,2510.3,Continuing
21,64,1661.2,1715.3677,49.891964,2510.3,Continuing
22,227,1874.6,1675.3118,43.644253,2510.3,Continuing
23,275,1392.4,1654.558,45.8436,2510.3,Continuing
24,272,1555.8,1619.6252,50.27445,2510.3,Continuing
25,79,1641.2,1598.8013,45.053387,2510.3,Continuing
26,45,1716.3,1642.0916,46.57756,2510.3,Continuing
27,244,1081.1,1494.3665,64.9896,2510.3,Continuing
28,75,1471.1,1414.8433,110.60863,2510.3,Continuing
29,260,1599.4,1656.4321,45.51372,2510.3,Continuing
30,248,1155.0,1535.8999,67.65426,2510.3,Continuing
31,181,1801.8,1435.1826,86.99887,2510.3,Continuing
32,44,1474.4,1570.8761,55.998848,2510.3,Continuing
33,51,1462.7,1562.3185,50.039444,2510.3,Continuing
34,26,1236.6,1471.3755,71.51688,2510.3,Continuing
35,97,1420.0,1461.5685,43.903095,2510.3,Continuing
36,266,1667.4,1417.6946,48.81197,2510.3,Continuing
37,119,1736.3,1593.253,52.297558,2510.3,Continuing
38,46,1798.3,1656.4877,55.309486,2510.3,Continuing
39,158,1688.1,1664.3118,56.839146,2510.3,Continuing
40,146,1722.5,1653.1437,55.11519,2510.3,Continuing
41,279,1805.2,1717.5203,57.57761,2510.3,Continuing
42,21,1860.3,1676.3395,56.44499,2510.3,Continuing
43,142,1340.1,1866.7688,57.916206,2510.3,Continuing
44,246,1564.0,1660.7848,55.88763,2510.3,Continuing
45,265,1680.6,1468.3352,112.21361,2510.3,Continuing
46,33,1819.0,1717.1034,54.36369,2510.3,Continuing
47,193,1784.5,1694.3739,55.966377,2510.3,Continuing
48,215,1688.1,1732.5048,52.270893,2510.3,Continuing
49,188,1681.2,1653.7609,49.633923,2510.3,Continuing
50,124,1600.0,1713.732,53.838284,2510.3,Continuing
51,77,1653.6,1638.4473,46.070404,2510.3,Continuing
52,150,1846.5,1616.4796,52.408436,2510.3,Continuing
53,305,1139.7,1563.7551,48.223408,2510.3,Continuing
54,167,1731.7,1391.1086,56.512577,2510.3,Continuing
55,16,1328.3,1489.2488,86.66347,2510.3,Continuing
56,108,1164.4,1417.679,51.440147,2510.3,Continuing
57,3,1341.7,1346.7277,56.294518,2510.3,Continuing
58,140,1521.3,1440.4849,42.596466,2510.3,Continuing
59,71,2501.1,1366.4218,56.887028,2510.3,Continuing
60,273,2402.3,2266.3638,84.41249,2510.3,Continuing
61,289,1571.2,2268.536,79.67348,2510.3,Continuing
62,106,2381.6,2142.6602,75.476456,2510.3,Continuing
63,99,2411.5,2110.5317,77.31767,2510.3,Continuing
64,31,2487.3,2156.3586,73.78433,2510.3,Continuing
65,191,2411.5,2084.5469,73.80084,2510.3,Continuing
66,206,2331.1,2208.0474,73.456505,2510.3,Continuing
67,292,2372.4,2134.8464,70.84548,2510.3,Continuing
68,306,2510.3,2056.5002,70.0133,2510.3,Max Yield Strength reached
