Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,191,2411.5,1230.1578,10.53957,2510.3,Continuing
2,34,1730.2,2596087.0,727935.5,2510.3,Continuing
3,265,1680.6,4609.9277,386.70032,2510.3,Continuing
4,71,2501.1,2552.8716,47.718277,2510.3,Continuing
5,107,1309.1,2433.081,39.33441,2510.3,Continuing
6,147,1736.3,2674.0647,40.838127,2510.3,Continuing
7,169,1250.5,5650.797,662.0373,2510.3,Continuing
8,212,2249.6,2366.188,43.167698,2510.3,Continuing
9,263,1123.1,2480.0186,57.032143,2510.3,Continuing
10,172,1164.4,3847.5684,1668.5897,2510.3,Continuing
11,99,2411.5,2308.62,107.32833,2510.3,Continuing
12,31,2487.3,2237.721,83.43043,2510.3,Continuing
13,283,1130.4,2122.871,236.161,2510.3,Continuing
14,206,2331.1,2297.411,65.57754,2510.3,Continuing
15,118,1603.3,2307.014,60.37582,2510.3,Continuing
16,273,2402.3,2285.2856,59.82159,2510.3,Continuing
17,289,1571.2,2202.8245,63.27103,2510.3,Continuing
18,292,2372.4,2120.4575,61.59096,2510.3,Continuing
19,73,2381.6,2143.795,56.160618,2510.3,Continuing
20,194,1233.3,2289.8872,60.900764,2510.3,Continuing
21,306,2510.3,2158.503,58.09631,2510.3,Max Yield Strength reached
