Iteration,Experiment Index,Experiment Parameters,Suggested Parameters,Observed Elastic Modulus,Max Modulus in Dataset,Stopping Reason,Experiment Parameters (original),Rerank_Score_v35
0,26,Initial Selection,,42.736240369816734,296.35081017123304,Initial selection,Initial Selection,0.040347535
1,34,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID**: 22
- **Synthesis Method**: Automated NIPS (Non-solvent-Induced Phase Separation)

## Materials
- **Polymer**: Polysulfone (14.0% concentration)
- **Solvent**: PolarClean

## Procedure
1. The polymer solution was automatically mixed by the robotic system at room temperature (25??C) without heating.
2. The mixed solution was allowed to rest in a sample vial for 1 day.
3. The solution was automatically drop-cast onto the substrate and then blade-cast.
4. The cast film was immediately immersed in the NIPS bath (0.0 min wait time).
5. No nitrogen flow was applied either from the side after drop-casting or after blade-casting.
6. The ambient relative humidity during synthesis was 49%.

This experiment was part of a systematic investigation of processing parameters for membrane synthesis using an automated robotic platform.","Based on the provided experimental data for experiment #21, I'll recommend the next experiment to maximize the elastic modulus.

# Recommended Next Experiment

I recommend the following parameters for your next experiment to maximize the elastic modulus:

- **Concentration**: 15.0% polysulfone (increase from 12.0%)
- **Auto**: Yes (maintain automated synthesis)
- **Heating**: Yes (introduce heating during mixing)
- **Heating block temperature**: 40°C
- **Mixed**: Yes (use robot mixing)
- **Rest time**: 2 days (increase from 1 day)
- **Coupon-to-Bath Wait Time**: 2.0 minutes (increase from 0.0 minutes)
- **Relative Humidity**: 40% (decrease from 49%)
- **Nitrogen (Side from drop)**: Yes (introduce nitrogen flow)
- **Nitrogen (After blade)**: Yes (introduce nitrogen flow)

## Rationale
1. **Increasing polymer concentration** (12% → 15%) should increase chain entanglement and likely improve mechanical properties including modulus
2. **Adding heating during mixing** will improve polymer dissolution and distribution
3. **Increasing rest time** (1 → 2 days) may allow better polymer relaxation and more uniform structure
4. **Adding a short wait time** before immersion could promote controlled initial skin formation
5. **Introducing nitrogen flow** can help control evaporation rate and humidity at the membrane surface
6. **Slightly lower humidity** may promote more favorable phase separation kinetics

This experiment represents a strategic step to explore conditions that should favor higher mechanical strength while staying within your parameter ranges.",88.47667256854467,296.35081017123304,Continuing,Index: 22; Auto: True; Heating: False; Concentration: 14.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 49; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,0.65279555
2,40,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 23
- **Synthesis Method**: Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer**: Polysulfone at 16.0% concentration
- **Solvent**: PolarClean

## Procedure
1. The polymer solution was automatically mixed by the robotic system at room temperature (25??C) without heating.
2. The mixed solution was allowed to rest in a sample vial for 1 day.
3. The solution was automatically drop-cast onto the substrate and then blade-cast.
4. The cast film was immediately immersed in the NIPS bath (0.0 minutes wait time).
5. The entire process was conducted at 49% relative humidity.
6. No nitrogen flow was applied either during the side-drop process or after blade casting.

This experiment represents one condition in a systematic study of membrane formation parameters using an automated robotic synthesis platform.","# Recommendation for Next Experiment to Maximize Modulus

Based on the two experiments provided, I can observe that increasing the polymer concentration from 12.0% to 14.0% resulted in a significant improvement in elastic modulus (from 42.74 to 88.48 MPa). All other parameters remained constant between these experiments.

For the next experiment, I recommend:

## Proposed Experimental Parameters
- **Auto**: Yes (automated synthesis)
- **Heating**: No (room temperature mixing)
- **Concentration**: 16.0% (increasing from 14.0% to continue the trend)
- **Heating block temperature**: 25°C (room temperature)
- **Mixed**: Yes (robot-mixed)
- **Rest time**: 1 day (maintain consistency)
- **Coupon-to-Bath Wait Time**: 0.0 min (immediate immersion)
- **Relative Humidity**: 49% (maintain consistency)
- **Nitrogen (Side from drop)**: No
- **Nitrogen (After blade)**: No

## Rationale
The data shows a clear positive correlation between polymer concentration and elastic modulus. Increasing the concentration from 12.0% to 14.0% nearly doubled the modulus. Continuing this trend by testing a 16.0% concentration while keeping other parameters constant will help determine if this relationship continues and potentially achieve an even higher modulus. This approach follows the principle of changing one variable at a time to clearly understand its effect on the membrane properties.",162.77817832797786,296.35081017123304,Continuing,Index: 23; Auto: True; Heating: False; Concentration: 16.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 49; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,0.73868835
3,35,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID**: 29
- **Synthesis Method**: Automated NIPS (Non-solvent-Induced Phase Separation)

## Materials
- **Polymer**: Polysulfone (14.0% concentration)
- **Solvent**: PolarClean

## Procedure
1. The polymer solution was automatically mixed by the robotic system at room temperature (25??C without additional heating).
2. The mixed solution was allowed to rest in a sample vial for 1 day.
3. The solution was automatically drop-cast onto the substrate coupon.
4. Dry nitrogen was applied from the side during the drop-casting process to minimize humidity effects.
5. The solution was blade-cast without nitrogen flow after blading.
6. The cast film was immediately transferred to the NIPS bath (0.0 min wait time).
7. The entire process was conducted at 54% relative humidity.

This experiment utilized the automated robotic system for precise control over the membrane synthesis parameters, with specific attention to humidity control during the initial casting phase.","# Recommendation for Next Experiment to Maximize Modulus

Based on the three experiments provided, I can observe a clear trend that increasing polymer concentration leads to significantly higher elastic modulus values:

- Experiment #21: 12.0% concentration → 42.74 MPa modulus
- Experiment #22: 14.0% concentration → 88.48 MPa modulus
- Experiment #23: 16.0% concentration → 162.78 MPa modulus

This suggests a strong positive correlation between polymer concentration and modulus, with the relationship potentially being non-linear (as the increase from 14% to 16% yielded a larger modulus improvement than from 12% to 14%).

## Recommended Next Experiment

I recommend the following parameters for the next experiment to maximize modulus:

- **Auto**: Yes (automated synthesis)
- **Heating**: No (room temperature mixing)
- **Concentration**: 18.0% (increasing from previous maximum of 16%)
- **Heating block temperature**: 25°C (room temperature)
- **Mixed**: Yes (robot-mixed)
- **Rest time**: 1 day (consistent with previous experiments)
- **Coupon-to-Bath Wait Time**: 0.0 minutes (immediate immersion)
- **Relative Humidity**: 49% (consistent with previous experiments)
- **Nitrogen (Side from drop)**: No
- **Nitrogen (After blade)**: No

This experiment maintains all parameters constant except for increasing the polymer concentration to 18%, which should continue the observed trend of increasing modulus with higher concentration, while staying within typical concentration ranges for membrane synthesis.",207.09310351510177,296.35081017123304,Continuing,Index: 29; Auto: True; Heating: False; Concentration: 14.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 54; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,0.72207695
4,41,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment #30

A polysulfone membrane was synthesized using an automated non-solvent-induced phase separation (NIPS) process. The polymer solution (16.0% polysulfone in PolarClean solvent) was prepared using the robotic mixing system at room temperature (25??C) without additional heating. After preparation, the solution was rested for 1 day in a sample vial before processing.

During the casting procedure, the polymer solution was automatically drop-cast onto the substrate coupon with dry nitrogen flow applied from the side to minimize humidity effects. The solution was then blade-cast under ambient conditions (54% relative humidity). Immediately after blade casting (0.0 min wait time), the cast film was immersed in the NIPS bath to initiate phase separation. No nitrogen flow was applied after the blade casting step.

This experiment represents one condition in a systematic investigation of processing parameters for automated membrane fabrication.","# Recommendation for Next Experiment to Maximize Modulus

Based on the previous experimental results, I can identify several trends that appear to influence the elastic modulus:

1. **Polymer Concentration**: There's a clear positive correlation between concentration and modulus:
   - 12.0% → 42.74 MPa
   - 14.0% → 88.48 MPa
   - 16.0% → 162.78 MPa

2. **Nitrogen Flow**: Experiment #29 with nitrogen flow from the side during drop-casting showed significantly higher modulus (207.09 MPa) compared to experiment #22 (88.48 MPa) with identical concentration (14.0%).

3. **Relative Humidity**: A slight increase in humidity (from 49% to 54%) coincided with higher modulus in experiment #29.

## Recommended Next Experiment Parameters:

- **Polymer Concentration**: 18.0% (increasing from the highest tested value of 16.0%)
- **Automated**: Yes
- **Heating**: No (room temperature mixing at 25°C)
- **Mixed**: Yes (robot-mixed)
- **Rest time**: 1 day
- **Coupon-to-Bath Wait Time**: 0.0 minutes
- **Relative Humidity**: 54% (matching the highest performing experiment)
- **Nitrogen (Side from drop)**: Yes (this appeared beneficial in experiment #29)
- **Nitrogen (After blade)**: No (not used in any high-performing experiments)

This combination leverages the observed positive effects of higher polymer concentration and nitrogen flow during drop-casting, which should maximize the elastic modulus based on the trends in the previous experiments.",220.5104016857166,296.35081017123304,Continuing,Index: 30; Auto: True; Heating: False; Concentration: 16.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 54; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,0.5717911
5,28,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Methodology
Polysulfone membranes were synthesized using non-solvent-induced phase separation (NIPS) with an automated robotic system (experiment index #28). A 12.0% w/w polysulfone solution was prepared in PolarClean solvent at room temperature (25??C) without additional heating. The solution was automatically mixed by the robotic system and allowed to rest for 1 day in a sample vial before processing.

## Casting Procedure
The polymer solution was drop-cast onto a substrate coupon with dry nitrogen flow applied from the side to minimize humidity effects. The solution was then blade-cast using the automated system. Immediately after blade casting (0.0 min wait time), the cast film was immersed in the NIPS bath to initiate phase separation. No nitrogen flow was applied after blade casting. The ambient relative humidity during synthesis was 54%.

## Notes
This experiment utilized full automation for solution preparation and casting, with specific humidity control measures (side nitrogen flow) to ensure reproducible membrane formation under controlled conditions.","# Recommendation for Next Experiment to Maximize Modulus

Based on the previous experimental results, I can identify several trends that appear to influence the elastic modulus:

1. **Polymer concentration**: There's a clear positive correlation between concentration and modulus:
   - 12.0% → 42.74 MPa
   - 14.0% → 88.48 MPa and 207.09 MPa (with N₂)
   - 16.0% → 162.78 MPa and 220.51 MPa (with N₂)

2. **Nitrogen flow during drop casting**: Experiments with nitrogen flow from the side during drop casting showed significantly higher modulus values:
   - Exp #29 (14%, with N₂): 207.09 MPa vs Exp #22 (14%, no N₂): 88.48 MPa
   - Exp #30 (16%, with N₂): 220.51 MPa vs Exp #23 (16%, no N₂): 162.78 MPa

3. **Relative humidity**: Slightly higher humidity (54% vs 49%) appears beneficial when combined with nitrogen flow.

## Recommended Next Experiment

I recommend the following parameters for the next experiment to maximize modulus:

- **Polymer Concentration**: 18.0% (increasing from the previous maximum of 16.0%)
- **Automated**: Yes
- **Heating**: No (room temperature mixing at 25°C)
- **Mixed**: Yes (robot-mixed)
- **Rest time**: 1 day
- **Coupon-to-Bath Wait Time**: 0.0 minutes
- **Relative Humidity**: 54%
- **Nitrogen (Side from drop)**: Yes
- **Nitrogen (After blade)**: No

This experiment pushes the polymer concentration higher while maintaining the beneficial nitrogen flow during drop casting and the slightly elevated humidity level that produced the highest modulus values in previous experiments.",147.00005295683096,296.35081017123304,Continuing,Index: 28; Auto: True; Heating: False; Concentration: 12.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 54; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,0.55796635
6,66,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment #16

A polysulfone membrane was synthesized using an automated non-solvent-induced phase separation (NIPS) process. The polymer solution was prepared at 11.63% concentration of polysulfone in PolarClean solvent. The solution was automatically mixed by the robotic system with heating at 50??C using a heating block. After preparation, the solution was rested in a sample vial for 1 day before casting.

The membrane was cast using the automated system under ambient conditions with a relative humidity of 53%. Immediately after blade casting (0 minutes wait time), the coupon was immersed in the NIPS bath. No nitrogen flow was applied either during the drop-casting phase or after blade casting.

This experiment represents one condition in a systematic study of process parameters affecting membrane formation via the NIPS technique.","# Recommendation for Next Experiment to Maximize Modulus

Based on the previous experimental data, I can identify several trends that influence the elastic modulus of the membranes:

1. **Polymer concentration**: There's a clear positive correlation between concentration and modulus:
   - 12% → 42.74 MPa (Exp #21) and 147.0 MPa (Exp #28 with N₂)
   - 14% → 88.48 MPa (Exp #22) and 207.09 MPa (Exp #29 with N₂)
   - 16% → 162.78 MPa (Exp #23) and 220.51 MPa (Exp #30 with N₂)

2. **Nitrogen flow during drop casting**: Significantly increases modulus:
   - Without N₂: 42.74, 88.48, 162.78 MPa
   - With N₂: 147.0, 207.09, 220.51 MPa

3. **Relative humidity**: Slightly higher humidity (54% vs 49%) appears beneficial

## Recommended Next Experiment:

I recommend testing a higher polymer concentration with the following parameters:

- **Experiment ID**: Next sequential number
- **Synthesis Method**: Automated NIPS
- **Polymer Concentration**: 18.0% (increasing from the previous maximum of 16%)
- **Heating**: No (room temperature 25°C)
- **Mixed**: Yes (automatically by robot)
- **Rest time**: 1 day
- **Coupon-to-Bath Wait Time**: 0.0 minutes
- **Relative Humidity**: 54%
- **Nitrogen (Side from drop)**: Yes
- **Nitrogen (After blade)**: No

This experiment pushes the concentration higher while maintaining the other beneficial conditions (nitrogen flow during drop casting, higher humidity) that have shown positive effects on modulus in previous experiments.",64.29918271351211,296.35081017123304,Continuing,Index: 16; Auto: True; Heating: True; Concentration: 11.63; Heating Block Temperature: 50; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 53; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,0.65173227
7,65,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 15
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)

## Materials
- **Polymer:** Polysulfone (11.63% concentration)
- **Solvent:** PolarClean

## Procedure
1. The polymer solution was automatically prepared by the robotic system with heating (heating block temperature: 50??C).
2. The solution was mixed by the robot (not premixed manually).
3. The solution was used immediately after preparation (0 days rest time).
4. The solution was drop-cast onto the coupon and then blade-cast.
5. The cast film was immediately immersed in the NIPS bath (0.0 minutes wait time).
6. No nitrogen flow was applied either from the side after drop-casting or after blade-casting.

## Environmental Conditions
- **Relative Humidity:** 69%

This experiment represents fully automated membrane synthesis with heated mixing under relatively high humidity conditions without any nitrogen-based humidity control measures.","# Recommendation for Next Experiment to Maximize Modulus

Based on the experimental data provided, I can identify several trends that appear to influence the elastic modulus of the membranes:

1. **Polymer concentration**: There's a clear positive correlation between concentration and modulus:
   - 12.0% → 42.74 MPa (Exp #21) and 147.0 MPa (Exp #28 with N₂)
   - 14.0% → 88.48 MPa (Exp #22) and 207.09 MPa (Exp #29 with N₂)
   - 16.0% → 162.78 MPa (Exp #23) and 220.51 MPa (Exp #30 with N₂)

2. **Nitrogen flow during drop casting**: Experiments with nitrogen flow from the side consistently show higher modulus values compared to identical conditions without nitrogen flow.

3. **Relative humidity**: Experiments at 54% RH appear to yield higher modulus than those at 49% RH.

4. **Heating**: The heated experiment (#16) with 11.63% concentration yielded 64.3 MPa, which is higher than expected for that concentration based on other data points.

## Recommended Next Experiment:

I recommend the following parameters for the next experiment to maximize modulus:

- **Auto**: Yes (automated synthesis)
- **Heating**: Yes
- **Concentration**: 18.0% (pushing toward the upper end of the likely range)
- **Heating block temperature**: 50°C
- **Mixed**: Yes (robot-mixed)
- **Rest time**: 1 day
- **Coupon-to-Bath Wait Time**: 0.0 minutes
- **Relative Humidity**: 54%
- **Nitrogen (Side from drop)**: Yes
- **Nitrogen (After blade)**: No

This combination leverages the observed positive effects of higher polymer concentration, side nitrogen flow during drop casting, and slightly higher relative humidity, while also incorporating heating which may further enhance polymer chain mobility and ultimate membrane structure.",90.99870959544364,296.35081017123304,Continuing,Index: 15; Auto: True; Heating: True; Concentration: 11.63; Heating Block Temperature: 50; Mixed: True; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 69; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,0.6208291
8,54,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 50
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone (17.0% concentration)
- **Solvent:** PolarClean

## Procedure
A premixed polysulfone solution (17.0% concentration in PolarClean) was used without additional heating or robotic mixing. The solution was used immediately after preparation (0 days rest time). The robotic system drop-cast the polymer solution onto the substrate, followed by blade casting. After blade casting, the sample was subjected to laminar dry nitrogen flow to control humidity exposure. The coupon was then immersed in the NIPS bath after a brief wait time of 0.17 minutes.

## Environmental Conditions
- **Ambient Relative Humidity:** 70%
- **Heating Block Temperature:** 25??C (ambient, no active heating)

## Notes
The experiment utilized nitrogen flow only after blade casting, not during the initial drop-casting phase. The automated process maintained precise control over the short coupon-to-bath wait time (10.2 seconds).","# Recommendation for Next Experiment to Maximize Modulus

Based on the prior observations, I can identify several trends that appear to influence the elastic modulus of the membranes:

1. **Polymer concentration**: Higher concentrations (16%) consistently yield higher modulus values (162.78, 220.51 MPa) compared to lower concentrations (12%, 11.63%).

2. **Nitrogen flow during drop-casting**: Experiments with nitrogen flow from the side during drop-casting (#28, #29, #30) showed significantly higher modulus values (147.0, 207.09, 220.51 MPa).

3. **Relative humidity**: Controlled humidity around 54% appears beneficial when combined with nitrogen flow.

4. **Heating**: The effect is less clear, but most high-modulus membranes were prepared without heating.

## Recommended Next Experiment Parameters:

- **Polymer Concentration**: 18% (pushing toward the upper end of the observed range to maximize polymer content)
- **Synthesis Method**: Automated (Yes)
- **Heating**: No (room temperature mixing at 25°C)
- **Mixed**: Yes (robot-mixed)
- **Rest time**: 1 day (consistent with successful experiments)
- **Coupon-to-Bath Wait Time**: 0.0 minutes (immediate immersion)
- **Relative Humidity**: 54% (optimal from previous experiments)
- **Nitrogen (Side from drop)**: Yes (critical factor in highest modulus experiments)
- **Nitrogen (After blade)**: No (not necessary based on prior results)

This combination aims to maximize modulus by increasing polymer concentration while maintaining the other parameters that have been associated with high modulus values in previous experiments.",197.8404462303588,296.35081017123304,Continuing,Index: 50; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.17; Relative Humidity: 70; Nitrogen (Side from drop): 0; Nitrogen (After blade): 1,0.63098115
9,55,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 51
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone at 17.0% concentration
- **Solvent:** PolarClean

## Procedure
The polymer solution was premixed manually without heating (ambient temperature of 25??C). The solution was used immediately after preparation with no rest period. Using the robotic system, the solution was drop-cast onto the substrate and then blade-cast. After blade casting, the sample was subjected to laminar dry nitrogen flow to control humidity exposure. The coupon was allowed to wait for 1.0 minute post-blade casting before immersion in the NIPS bath.

## Environmental Conditions
- **Relative Humidity:** 70%
- **Temperature:** 25??C (heating block temperature)

## Notes
The experiment was conducted using full automation with the robotic system. No nitrogen was applied during the side drop-casting phase, but nitrogen was applied after blade casting until bath immersion to control the humidity exposure of the nascent membrane.","# Recommendation for Next Experiment to Maximize Modulus

Based on the previous experimental data, I recommend the following parameters for the next experiment to maximize the elastic modulus:

## Recommended Experimental Parameters:
- **Concentration**: 18.0% polysulfone (increasing from the highest tested value of 17.0%)
- **Auto**: Yes (fully automated synthesis)
- **Heating**: No (room temperature mixing at 25°C)
- **Mixed**: No (use premixed solution)
- **Rest time**: 0 days (use immediately)
- **Coupon-to-Bath Wait Time**: 0.17 minutes (10.2 seconds)
- **Relative Humidity**: 70%
- **Nitrogen (Side from drop)**: Yes (apply during drop-casting)
- **Nitrogen (After blade)**: Yes (apply after blade-casting)

## Rationale:
1. The data shows a clear trend that higher polymer concentration correlates with higher modulus (12% → 42.74, 14% → 88.48, 16% → 162.78, 17% → 197.84).

2. Nitrogen flow during processing appears beneficial - experiments with nitrogen flow (#28, #29, #30, #50) consistently showed higher modulus values.

3. Higher humidity (around 70%) combined with nitrogen flow control appears to yield better results than lower humidity conditions.

4. Using premixed solutions without rest time showed good results in experiment #50 (197.84 MPa).

5. The short wait time (0.17 min) before bath immersion in experiment #50 produced excellent results compared to immediate immersion.

This parameter combination builds upon the successful conditions from experiment #50 while increasing concentration and adding nitrogen flow at both stages to potentially achieve even higher modulus values.",168.33383829683325,296.35081017123304,Continuing,Index: 51; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 1.0; Relative Humidity: 70; Nitrogen (Side from drop): 0; Nitrogen (After blade): 1,0.6543875
