Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,72,189.441220061326,89.265854,15.884378,296.35081017123304,Continuing
2,71,270.69323356331364,265.50714,19.66521,296.35081017123304,Continuing
3,53,228.310761552046,383.66278,76.68658,296.35081017123304,Continuing
4,8,242.7128680778461,193.94772,27.520254,296.35081017123304,Continuing
5,58,211.5086541241532,234.63475,43.673935,296.35081017123304,Continuing
6,9,233.7243724057668,244.87564,41.278557,296.35081017123304,Continuing
7,54,197.8404462303588,224.09882,50.80692,296.35081017123304,Continuing
8,59,219.61643412334288,200.50787,41.054222,296.35081017123304,Continuing
9,55,168.33383829683325,183.36438,34.147564,296.35081017123304,Continuing
10,60,272.2240045816517,182.36432,34.5075,296.35081017123304,Continuing
11,57,296.35081017123304,204.03738,31.762646,296.35081017123304,Max Elastic Modulus reached
