Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,72,189.441220061326,73.187836,13.8055105,296.35081017123304,Continuing
2,71,270.69323356331364,839.17834,75.07914,296.35081017123304,Continuing
3,53,228.310761552046,371.21054,71.507645,296.35081017123304,Continuing
4,8,242.7128680778461,204.03557,30.63405,296.35081017123304,Continuing
5,58,211.5086541241532,221.92087,42.190147,296.35081017123304,Continuing
6,54,197.8404462303588,211.80925,49.756546,296.35081017123304,Continuing
7,9,233.7243724057668,242.55164,42.67503,296.35081017123304,Continuing
8,59,219.61643412334288,210.99132,44.38251,296.35081017123304,Continuing
9,60,272.2240045816517,197.9849,36.98252,296.35081017123304,Continuing
10,55,168.33383829683325,185.6078,32.482983,296.35081017123304,Continuing
11,57,296.35081017123304,212.60614,31.864567,296.35081017123304,Max Elastic Modulus reached
