Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,72,189.441220061326,88.70454,16.283587,296.35081017123304,Continuing
2,53,228.310761552046,218.20921,27.939651,296.35081017123304,Continuing
3,71,270.69323356331364,205.54672,15.957908,296.35081017123304,Continuing
4,8,242.7128680778461,207.13042,32.274776,296.35081017123304,Continuing
5,58,211.5086541241532,222.86359,43.633793,296.35081017123304,Continuing
6,54,197.8404462303588,219.83154,50.316185,296.35081017123304,Continuing
7,9,233.7243724057668,250.24985,45.806084,296.35081017123304,Continuing
8,59,219.61643412334288,188.32198,39.253765,296.35081017123304,Continuing
9,60,272.2240045816517,188.1654,34.843887,296.35081017123304,Continuing
10,55,168.33383829683325,206.23,36.602936,296.35081017123304,Continuing
11,57,296.35081017123304,200.31113,32.712677,296.35081017123304,Max Elastic Modulus reached
