Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,69,110.69482106635698,405.50684,79.28662,296.35081017123304,Continuing
2,53,228.310761552046,203.49539,27.860907,296.35081017123304,Continuing
3,58,211.5086541241532,180.43285,15.82884,296.35081017123304,Continuing
4,59,219.61643412334288,219.63188,26.255766,296.35081017123304,Continuing
5,8,242.7128680778461,273.12488,52.65678,296.35081017123304,Continuing
6,9,233.7243724057668,228.54619,51.902176,296.35081017123304,Continuing
7,0,81.74085575257114,205.41675,53.955494,296.35081017123304,Continuing
8,60,272.2240045816517,195.91922,33.442303,296.35081017123304,Continuing
9,52,231.07458974395303,196.35577,34.649155,296.35081017123304,Continuing
10,61,201.80400290446065,238.81633,38.58457,296.35081017123304,Continuing
11,45,224.5706110108938,220.36365,35.897114,296.35081017123304,Continuing
12,46,242.41091008794928,223.24443,32.215584,296.35081017123304,Continuing
13,49,242.91509227554656,238.53722,35.044106,296.35081017123304,Continuing
14,43,178.97379271834268,151.06989,48.633366,296.35081017123304,Continuing
15,54,197.8404462303588,209.5313,31.31706,296.35081017123304,Continuing
16,6,204.17680289774336,164.37947,35.249798,296.35081017123304,Continuing
17,7,117.40631603510326,186.91429,35.71275,296.35081017123304,Continuing
18,55,168.33383829683325,200.27165,30.52631,296.35081017123304,Continuing
19,56,175.8319549576918,186.35493,28.513195,296.35081017123304,Continuing
20,42,179.2410423946837,164.97247,35.744644,296.35081017123304,Continuing
21,41,220.5104016857166,141.55606,39.787216,296.35081017123304,Continuing
22,35,207.09310351510177,172.21098,40.00834,296.35081017123304,Continuing
23,18,74.82276309333224,164.79526,44.84946,296.35081017123304,Continuing
24,62,277.3861208337041,165.15909,25.262959,296.35081017123304,Continuing
25,63,228.4671903908735,196.80234,27.378633,296.35081017123304,Continuing
26,40,162.77817832797786,192.17616,35.552658,296.35081017123304,Continuing
27,72,189.441220061326,120.50815,50.12266,296.35081017123304,Continuing
28,44,159.30709474405634,181.26616,25.37744,296.35081017123304,Continuing
29,70,172.0732296612731,157.13397,35.48721,296.35081017123304,Continuing
30,57,296.35081017123304,168.84947,28.760609,296.35081017123304,Max Elastic Modulus reached
