Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,69,110.69482106635698,581.02423,121.35323,296.35081017123304,Continuing
2,58,211.5086541241532,197.73207,9.713342,296.35081017123304,Continuing
3,59,219.61643412334288,196.07512,13.804406,296.35081017123304,Continuing
4,60,272.2240045816517,222.28456,21.102121,296.35081017123304,Continuing
5,6,204.17680289774336,346.5864,70.080055,296.35081017123304,Continuing
6,7,117.40631603510326,194.5785,51.119884,296.35081017123304,Continuing
7,52,231.07458974395303,236.80605,34.061577,296.35081017123304,Continuing
8,45,224.5706110108938,227.23749,32.606575,296.35081017123304,Continuing
9,61,201.80400290446065,227.08838,31.453756,296.35081017123304,Continuing
10,46,242.41091008794928,217.21936,30.44262,296.35081017123304,Continuing
11,49,242.91509227554656,213.6052,29.045385,296.35081017123304,Continuing
12,56,175.8319549576918,170.53065,23.86909,296.35081017123304,Continuing
13,2,66.30151481091211,135.45792,42.460762,296.35081017123304,Continuing
14,43,178.97379271834268,140.45943,44.81663,296.35081017123304,Continuing
15,41,220.5104016857166,169.45328,33.32105,296.35081017123304,Continuing
16,42,179.2410423946837,164.71811,31.601923,296.35081017123304,Continuing
17,63,228.4671903908735,169.21625,24.380434,296.35081017123304,Continuing
18,62,277.3861208337041,169.30916,25.564003,296.35081017123304,Continuing
19,54,197.8404462303588,207.86552,31.113615,296.35081017123304,Continuing
20,55,168.33383829683325,198.09859,31.140564,296.35081017123304,Continuing
21,40,162.77817832797786,166.76869,29.20873,296.35081017123304,Continuing
22,44,159.30709474405634,169.45346,22.4216,296.35081017123304,Continuing
23,37,152.72295816440803,154.39415,23.647207,296.35081017123304,Continuing
24,70,172.0732296612731,146.8604,33.304134,296.35081017123304,Continuing
25,72,189.441220061326,148.38547,35.7582,296.35081017123304,Continuing
26,57,296.35081017123304,130.62988,23.296423,296.35081017123304,Max Elastic Modulus reached
