Iteration,Experiment Index,Experiment Parameters,Suggested Parameters,Observed Elastic Modulus,Max Modulus in Dataset,Stopping Reason,Experiment Parameters (original),Rerank_Score_v35
0,14,Initial Selection,,39.58562154046682,296.35081017123304,Initial selection,Initial Selection,0.040347535
1,68,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment #18

A polysulfone membrane was synthesized using an automated non-solvent-induced phase separation (NIPS) process. The polymer solution was prepared at 13.0% w/w polysulfone concentration in PolarClean solvent. The solution was mixed using the robotic system with heating at 50??C via heating block. After preparation, the solution was rested in a sample vial for 1 day before processing.

The membrane casting was performed under high humidity conditions (96% RH). The polymer solution was automatically drop-cast onto the substrate and then blade-cast. Immediately following blade casting (0.0 min wait time), the sample was immersed in the NIPS bath. No nitrogen flow was applied either from the side during drop-casting or after blade-casting.

The entire synthesis process was fully automated using the robotic system, demonstrating the capability for reproducible membrane fabrication under controlled conditions.","# Recommendation for Next Experiment to Maximize Modulus

Based on the single data point provided (Experiment ID 12), I'll recommend parameters that are likely to increase the elastic modulus for your next membrane synthesis experiment.

## Recommended Parameters for Next Experiment:

- **Synthesis Method**: Automated robotic system (Auto: Yes)
- **Polymer Solution**: 18% polysulfone in PolarClean solvent (increased concentration)
- **Solution Preparation**: 
  - Automatically mixed by robotic system (Mixed: Yes)
  - Apply heating during mixing (Heating: Yes)
  - Heating block temperature: 60°C
  - Solution rest time: 1 day

## Casting Conditions:
- **Environmental Conditions**: 30% relative humidity
- **Casting Process**:
  - Automated blade casting
  - Coupon-to-Bath Wait Time: 2 minutes
  - Apply nitrogen flow after blade casting (Nitrogen (After blade): Yes)
  - No nitrogen flow from side during drop (Nitrogen (Side from drop): No)

## Rationale:
1. **Higher polymer concentration** (18% vs 10%) should increase mechanical strength and modulus
2. **Heating during mixing** will improve polymer dissolution and chain entanglement
3. **Lower humidity** (30% vs 56%) may slow the initial phase separation, leading to denser membrane structure
4. **Short wait time before immersion** (2 min) allows for controlled initial skin formation
5. **Nitrogen flow after blade casting** helps create a more uniform initial skin layer

These parameters aim to create a denser, more mechanically robust membrane structure with higher elastic modulus compared to the previous experiment.",65.48719407925006,296.35081017123304,Continuing,Index: 18; Auto: True; Heating: True; Concentration: 13.0; Heating Block Temperature: 50; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 96; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,0.69099766
2,36,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID**: Index 7
- **Synthesis Method**: Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer**: Polysulfone at 14.43% concentration
- **Solvent**: PolarClean

## Procedure
1. The polymer solution was automatically mixed by the robotic system at room temperature (25??C) without heating.
2. The mixed solution was allowed to rest in a sample vial for 4 days before processing.
3. The solution was automatically drop-cast onto the substrate and then blade-cast.
4. The cast film was immediately immersed in the NIPS bath (0.0 minutes wait time).
5. The entire process was conducted at 59% relative humidity.
6. No nitrogen flow was applied either during the side-drop process or after blade casting.

This experiment was part of a systematic investigation of membrane synthesis parameters using an automated robotic platform to ensure reproducibility and precision in the NIPS process.","Based on the two experimental reports provided, I'll analyze the parameters that appear to influence the elastic modulus and recommend the next experiment to maximize this property.

## Analysis of Current Data:
- Experiment #12: 10.0% polysulfone, no heating, 2 days rest, 56% RH, 0 min wait time, no nitrogen flow → Modulus: 39.59 bar
- Experiment #18: 13.0% polysulfone, heating at 50°C, 1 day rest, 96% RH, 0 min wait time, no nitrogen flow → Modulus: 65.49 bar

The higher modulus in Experiment #18 suggests that increased polymer concentration, heating during mixing, and higher humidity may positively impact the modulus.

## Recommended Next Experiment:
- **Synthesis Method**: Automated robotic system (Auto: Yes)
- **Polymer Concentration**: 15.0% (increasing from 13.0% to further explore the effect of higher concentration)
- **Heating**: Yes
- **Heating Block Temperature**: 60°C (slightly higher than previous experiment)
- **Mixed**: Yes (robot-mixed)
- **Rest Time**: 1 day (maintained from successful Experiment #18)
- **Coupon-to-Bath Wait Time**: 0.0 minutes (maintained from both experiments)
- **Relative Humidity**: 95% (maintaining the high humidity that appeared beneficial)
- **Nitrogen (Side from drop)**: No
- **Nitrogen (After blade)**: No

This experiment builds on the successful parameters from Experiment #18 while exploring a higher polymer concentration and heating temperature, which may further enhance the elastic modulus of the resulting membrane.",120.1628705347832,296.35081017123304,Continuing,Index: 7; Auto: True; Heating: False; Concentration: 14.43; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 4; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 59; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,0.6320719
3,43,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID**: Index 8
- **Synthesis Method**: Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer**: Polysulfone at 17.0% concentration
- **Solvent**: PolarClean

## Procedure
A premixed polysulfone solution (17.0% concentration in PolarClean) was used after a 4-day rest period in a sample vial. The solution was processed at ambient temperature (25??C) without heating during the mixing phase. The robotic system performed automated blade casting of the polymer solution onto the substrate coupon, which was immediately immersed in the NIPS bath (0.0 min wait time). The experiment was conducted at 59% relative humidity without nitrogen flow protection either during drop casting or after blade casting.

## Conditions
- Automated process: Yes
- Ambient conditions: 25??C, 59% RH
- No nitrogen protection employed
- No additional wait time between casting and bath immersion

This experiment represents standard automated membrane synthesis conditions without thermal or atmospheric modifications.","# Recommendation for Next Experiment to Maximize Modulus

Based on the three prior experiments, I can identify trends that suggest how to maximize the elastic modulus:

## Analysis of Prior Results:
- Experiment 7: 14.43% concentration, no heating, 4 days rest → 120.16 bar modulus (highest)
- Experiment 18: 13.0% concentration, heating at 50°C, 1 day rest → 65.49 bar modulus
- Experiment 12: 10.0% concentration, no heating, 2 days rest → 39.59 bar modulus (lowest)

## Key Observations:
1. Higher polymer concentration correlates with higher modulus
2. Longer rest time appears beneficial
3. No heating seems to produce better results than heating at 50°C
4. Humidity may play a role (59% for highest modulus vs. 96% for medium modulus)

## Recommended Next Experiment:
- **Concentration**: 16% (increasing from the best result of 14.43%)
- **Heating**: No (maintain ambient temperature of 25°C)
- **Mixed**: Yes (automatically mixed by robotic system)
- **Rest time**: 5 days (slightly longer than the best result)
- **Coupon-to-Bath Wait Time**: 0.0 minutes (consistent with all prior experiments)
- **Relative Humidity**: 60% (similar to the best result)
- **Nitrogen (Side from drop)**: No
- **Nitrogen (After blade)**: No

This experiment pushes the concentration higher while maintaining the other conditions that produced the highest modulus, with a slightly extended rest time to potentially further improve polymer chain entanglement and resulting mechanical properties.",178.97379271834268,296.35081017123304,Continuing,Index: 8; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 4; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 59; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,0.5139862
4,10,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 1
- **Synthesis Method**: Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer**: Polysulfone at 10.0% concentration
- **Solvent**: PolarClean

## Procedure
1. The polymer solution was automatically mixed by the robotic system at room temperature (25??C) without heating.
2. The mixed solution was allowed to rest in a sample vial for 4 days before processing.
3. The solution was automatically drop-cast onto the substrate and then blade-cast.
4. The cast film was immediately immersed in the NIPS bath (0.0 min wait time).
5. The entire process was conducted at 64% relative humidity.
6. No nitrogen flow was applied either during the drop-casting or after blade-casting phases.

This experiment represents a baseline automated membrane synthesis without thermal assistance or humidity control measures.","# Recommendation for Next Experiment to Maximize Modulus

Based on the prior observations, I can identify several trends that appear to influence the elastic modulus:

1. Higher polymer concentration correlates with higher modulus:
   - 10.0% → 39.59 bar
   - 13.0% → 65.49 bar
   - 14.43% → 120.16 bar
   - 17.0% → 178.97 bar

2. Longer rest time (4 days) appears beneficial compared to shorter rest times (1-2 days)

3. Humidity shows mixed effects, but the highest modulus was achieved at 59% RH

4. No heating during mixing was used in the experiments with higher modulus values

## Recommended Next Experiment

I recommend the following parameters to maximize elastic modulus:

- **Polymer Concentration**: 20% (maximum in the likely range)
- **Automated Process**: Yes
- **Heating During Mixing**: No (ambient temperature of 25°C)
- **Solution Preparation**: Premixed solution
- **Rest Time**: 5 days (slightly longer than the best observed)
- **Coupon-to-Bath Wait Time**: 0.0 minutes (immediate immersion)
- **Relative Humidity**: 60% (similar to the conditions that produced highest modulus)
- **Nitrogen (Side from drop)**: No
- **Nitrogen (After blade)**: No

This experiment pushes the polymer concentration to the upper limit of the typical range while maintaining the other conditions that appeared favorable in the previous high-modulus experiments. The slightly increased rest time may allow for better polymer chain entanglement and solution homogeneity.",95.58773206251,296.35081017123304,Continuing,Index: 1; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 4; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 64; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,0.47899243
5,60,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 56
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone at 17.0% concentration
- **Solvent:** PolarClean

## Procedure
The polymer solution was premixed manually without heating (ambient temperature of 25??C). The solution was used immediately after preparation with no rest period. Using the robotic system, the solution was drop-cast onto the substrate and then blade-cast. After blade casting, the sample was subjected to laminar dry nitrogen flow to control humidity exposure. The coupon was allowed to stand for 10 minutes before immersion in the NIPS bath. The experiment was conducted at 58% relative humidity.

## Notes
- No nitrogen flow was applied during the side-drop casting phase
- Dry nitrogen flow was applied after blade casting until bath immersion
- No heating was used during the solution preparation process
- The automated robotic system handled the casting and bath immersion processes","# Recommendation for Next Experiment to Maximize Modulus

Based on the previous experimental data, I can identify several trends that appear to influence the elastic modulus of the membranes:

1. **Polymer concentration** shows a strong positive correlation with modulus:
   - 10.0% concentration → 39.59 bar and 95.59 bar
   - 13.0% concentration → 65.49 bar
   - 14.43% concentration → 120.16 bar
   - 17.0% concentration → 178.97 bar (highest modulus observed)

2. **Rest time** of 4 days appears optimal in the highest-performing experiments.

3. **Relative humidity** around 59% seems to yield better results than very high (96%) or lower humidity.

4. **No heating** during mixing was used in the highest-performing experiments.

## Recommended Next Experiment:

- **Polymer Concentration**: 20.0% (increasing from the previous maximum of 17.0%)
- **Automated**: Yes
- **Heating**: No (room temperature mixing at 25°C)
- **Mixed**: Yes (automatically mixed by robotic system)
- **Rest time**: 4 days
- **Coupon-to-Bath Wait Time**: 0.0 minutes
- **Relative Humidity**: 59%
- **Nitrogen (Side from drop)**: No
- **Nitrogen (After blade)**: No

This experiment pushes the polymer concentration to the upper limit of the typical range while maintaining the other conditions that appeared optimal in previous high-modulus results.",272.2240045816517,296.35081017123304,Continuing,Index: 56; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 10.0; Relative Humidity: 58; Nitrogen (Side from drop): 0; Nitrogen (After blade): 1,0.5883458
6,59,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 55
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone at 17.0% concentration
- **Solvent:** PolarClean

## Procedure
1. A premixed polysulfone solution (17.0% concentration) was used without additional mixing by the robotic system.
2. The solution was processed at ambient temperature (25??C) without heating.
3. The polymer solution was used immediately after preparation (0 days rest time).
4. The solution was drop-cast onto the substrate and then blade-cast.
5. After blade casting, the sample was subjected to laminar dry nitrogen flow to control humidity.
6. The cast film was allowed to stand for 10.0 minutes before immersion in the NIPS bath.
7. The entire process was conducted under 68% relative humidity conditions.

## Notes
- The experiment utilized the automated robotic system for membrane fabrication.
- No nitrogen flow was applied during the side-drop casting phase, only after blade casting.
- The extended wait time (10 minutes) before bath immersion was likely intended to allow partial solvent evaporation to influence the final membrane morphology.","# Recommendation for Next Experiment to Maximize Modulus

Based on the previous experimental data, I can identify several trends that correlate with higher elastic modulus values:

1. Higher polymer concentration (17.0%) consistently yields higher modulus values
2. The highest modulus (272.22 bar) was achieved with:
   - Extended wait time before bath immersion (10 minutes)
   - Nitrogen flow after blade casting
   - No rest time for the solution
   - Higher polymer concentration (17.0%)

For the next experiment, I recommend the following parameters to maximize modulus:

## Recommended Experiment Parameters
- **Auto:** Yes (automated synthesis)
- **Heating:** No (ambient temperature of 25°C)
- **Concentration:** 20.0% (increasing to maximum in range)
- **Heating block temperature:** N/A (no heating)
- **Mixed:** No (manually premixed solution)
- **Rest time:** 0 days (use immediately after preparation)
- **Coupon-to-Bath Wait Time:** 10.0 minutes (maximum delay before immersion)
- **Relative Humidity:** 58% (similar to highest performing experiment)
- **Nitrogen (Side from drop):** No
- **Nitrogen (After blade):** Yes (apply nitrogen flow after blade casting)

This combination leverages the highest performing conditions from experiment #56 while pushing the polymer concentration to the upper limit of the typical range to potentially achieve even higher modulus values.",219.61643412334288,296.35081017123304,Continuing,Index: 55; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 10.0; Relative Humidity: 68; Nitrogen (Side from drop): 0; Nitrogen (After blade): 1,0.6180666
7,54,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 50
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone (17.0% concentration)
- **Solvent:** PolarClean

## Procedure
A premixed polysulfone solution (17.0% concentration in PolarClean) was used without additional heating or robotic mixing. The solution was used immediately after preparation (0 days rest time). The robotic system drop-cast the polymer solution onto the substrate, followed by blade casting. After blade casting, the sample was subjected to laminar dry nitrogen flow to control humidity exposure. The coupon was then immersed in the NIPS bath after a brief wait time of 0.17 minutes.

## Environmental Conditions
- **Ambient Relative Humidity:** 70%
- **Heating Block Temperature:** 25??C (ambient, no active heating)

## Notes
The experiment utilized nitrogen flow only after blade casting, not during the initial drop-casting phase. The automated process maintained precise control over the short coupon-to-bath wait time (10.2 seconds).","# Recommendation for Next Experiment to Maximize Modulus

Based on the prior observations, I'll analyze the trends to recommend parameters that are likely to maximize the elastic modulus.

## Key Observations from Previous Experiments:
1. Higher polymer concentration correlates with higher modulus:
   - 10.0% → 39.59 bar (Exp #12) and 95.59 bar (Exp #1)
   - 14.43% → 120.16 bar (Exp #7)
   - 17.0% → 178.97 bar (Exp #8), 219.62 bar (Exp #55), and 272.22 bar (Exp #56)

2. Longer wait time before bath immersion appears beneficial:
   - 0.0 min → lower modulus values
   - 10.0 min → highest modulus values (219.62 and 272.22 bar)

3. Nitrogen flow after blade casting seems to improve modulus:
   - Present in the two highest modulus experiments (#55 and #56)

4. Rest time shows mixed effects, but immediate use (0 days) appears in high-modulus experiments

## Recommended Next Experiment:
- **Polymer Concentration**: 20.0% (maximum in range)
- **Automated**: Yes
- **Heating**: Yes
- **Heating Block Temperature**: 50°C
- **Mixed**: No (use premixed solution)
- **Rest Time**: 0 days (use immediately)
- **Coupon-to-Bath Wait Time**: 10.0 minutes
- **Relative Humidity**: 60-65%
- **Nitrogen (Side from drop)**: No
- **Nitrogen (After blade)**: Yes

This combination leverages the highest polymer concentration within the range, applies heating during mixing to ensure proper dissolution, uses the optimal wait time before bath immersion, and includes nitrogen flow after blade casting - all factors that appeared in experiments with the highest modulus values.",197.8404462303588,296.35081017123304,Continuing,Index: 50; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.17; Relative Humidity: 70; Nitrogen (Side from drop): 0; Nitrogen (After blade): 1,0.4883572
8,55,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 51
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone at 17.0% concentration
- **Solvent:** PolarClean

## Procedure
The polymer solution was premixed manually without heating (ambient temperature of 25??C). The solution was used immediately after preparation with no rest period. Using the robotic system, the solution was drop-cast onto the substrate and then blade-cast. After blade casting, the sample was subjected to laminar dry nitrogen flow to control humidity exposure. The coupon was allowed to wait for 1.0 minute post-blade casting before immersion in the NIPS bath.

## Environmental Conditions
- **Relative Humidity:** 70%
- **Temperature:** 25??C (heating block temperature)

## Notes
The experiment was conducted using full automation with the robotic system. No nitrogen was applied during the side drop-casting phase, but nitrogen was applied after blade casting until bath immersion to control the humidity exposure of the nascent membrane.","# Recommendation for Next Experiment to Maximize Modulus

Based on the prior observations, I'll analyze the trends to recommend parameters that are likely to maximize the elastic modulus.

## Key Observations from Previous Experiments:
- Higher polymer concentrations (17.0%) consistently yield higher modulus values
- Extended wait times before bath immersion (10 minutes) produced the highest modulus (272.22 bar)
- Nitrogen flow after blade casting appears beneficial for higher modulus
- No rest time (0 days) for the solution before casting seems advantageous
- Premixed solutions tend to perform better than robot-mixed solutions
- Relative humidity between 58-70% appears favorable

## Recommended Next Experiment:

- **Concentration**: 20.0% (maximum in range to explore higher concentration effects)
- **Auto**: Yes (use automated system for precision)
- **Heating**: No (ambient temperature of 25°C)
- **Mixed**: No (use premixed solution)
- **Rest time**: 0 days (use immediately after preparation)
- **Coupon-to-Bath Wait Time**: 10.0 minutes (maximum delay before immersion)
- **Relative Humidity**: 65% (optimal range based on successful experiments)
- **Nitrogen (Side from drop)**: No
- **Nitrogen (After blade)**: Yes (apply laminar nitrogen flow after blade casting)
- **Heating block temperature**: 25°C (ambient)

This combination leverages the highest polymer concentration within range, eliminates rest time, maximizes wait time before immersion, and applies nitrogen flow after blade casting - all factors that appear to contribute to higher modulus values in the previous experiments.",168.33383829683325,296.35081017123304,Continuing,Index: 51; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 1.0; Relative Humidity: 70; Nitrogen (Side from drop): 0; Nitrogen (After blade): 1,0.59796065
9,57,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 53
- **Synthesis Method:** Automated non-solvent-induced phase separation (NIPS)
- **Polymer:** Polysulfone at 17.0% concentration
- **Solvent:** PolarClean

## Procedure
The polymer solution was premixed manually without heating (ambient temperature of 25??C). The solution was used immediately after preparation with no rest period. Using the robotic system, the solution was drop-cast onto the substrate and then blade-cast. Following blade casting, the sample was allowed to stand for 10 minutes before immersion in the NIPS bath. The experiment was conducted at 68% relative humidity with no nitrogen flow applied either during drop-casting or after blade-casting.

## Notes
This experiment tested membrane formation under relatively high humidity conditions without any humidity control measures (no nitrogen flow), using a moderate wait time before bath immersion.","Based on the experimental data provided, I'll recommend the next experiment to maximize the elastic modulus of the membrane.

# Recommended Next Experiment

## Experiment Parameters:
- **Synthesis Method**: Automated (Yes)
- **Polymer Concentration**: 20.0% (increasing from the highest tested value of 17.0%)
- **Heating**: No (25°C ambient temperature)
- **Mixed**: No (use premixed solution)
- **Rest time**: 0 days (use immediately)
- **Coupon-to-Bath Wait Time**: 10.0 minutes
- **Relative Humidity**: 60%
- **Nitrogen (Side from drop)**: No
- **Nitrogen (After blade)**: Yes

## Rationale:
1. **Higher polymer concentration (20.0%)**: The data shows a clear trend that higher polymer concentrations lead to higher modulus values (10% → 39.59 bar, 14.43% → 120.16 bar, 17% → 178.97-272.22 bar). Increasing to 20% should further enhance the modulus.

2. **No heating**: None of the highest-performing experiments used heating during mixing.

3. **Premixed solution**: The experiments with the highest modulus values (272.22, 219.62, 197.84 bar) all used premixed solutions.

4. **Zero rest time**: The top-performing experiments all used solutions with no rest period (0 days).

5. **10-minute wait time**: The experiment with the highest modulus (272.22 bar) used a 10-minute wait time before bath immersion.

6. **Nitrogen after blade casting**: All top-performing experiments applied nitrogen flow after blade casting.

7. **Moderate humidity (60%)**: The best results occurred in the 58-70% humidity range.

This combination of parameters builds upon the conditions that produced the highest modulus values while pushing the polymer concentration higher to potentially achieve even better mechanical properties.",296.35081017123304,296.35081017123304,Max modulus reached,Index: 53; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 10.0; Relative Humidity: 68; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,0.7742597
