Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,72,189.441220061326,78.11922,14.02683,296.35081017123304,Continuing
2,71,270.69323356331364,908.06683,76.22227,296.35081017123304,Continuing
3,53,228.310761552046,403.3453,81.524445,296.35081017123304,Continuing
4,8,242.7128680778461,211.31116,29.99238,296.35081017123304,Continuing
5,9,233.7243724057668,245.86024,40.487305,296.35081017123304,Continuing
6,58,211.5086541241532,248.31845,49.75371,296.35081017123304,Continuing
7,54,197.8404462303588,240.90207,62.46848,296.35081017123304,Continuing
8,59,219.61643412334288,198.12444,43.763634,296.35081017123304,Continuing
9,55,168.33383829683325,191.67462,38.382256,296.35081017123304,Continuing
10,60,272.2240045816517,202.49768,37.85045,296.35081017123304,Continuing
11,57,296.35081017123304,214.36636,34.699608,296.35081017123304,Max Elastic Modulus reached
