Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,69,110.69482106635698,381.77203,78.774895,296.35081017123304,Continuing
2,53,228.310761552046,206.08144,29.695293,296.35081017123304,Continuing
3,58,211.5086541241532,191.62212,17.166672,296.35081017123304,Continuing
4,59,219.61643412334288,213.30225,25.887999,296.35081017123304,Continuing
5,8,242.7128680778461,263.06995,52.065426,296.35081017123304,Continuing
6,9,233.7243724057668,219.20244,53.67781,296.35081017123304,Continuing
7,0,81.74085575257114,209.64955,57.061253,296.35081017123304,Continuing
8,60,272.2240045816517,194.23048,32.341293,296.35081017123304,Continuing
9,52,231.07458974395303,194.10963,31.629059,296.35081017123304,Continuing
10,61,201.80400290446065,216.53506,33.35826,296.35081017123304,Continuing
11,45,224.5706110108938,232.40276,34.155895,296.35081017123304,Continuing
12,46,242.41091008794928,237.54984,33.201366,296.35081017123304,Continuing
13,49,242.91509227554656,228.3755,31.206318,296.35081017123304,Continuing
14,55,168.33383829683325,207.9785,29.956816,296.35081017123304,Continuing
15,56,175.8319549576918,218.68282,32.127655,296.35081017123304,Continuing
16,6,204.17680289774336,198.84222,41.359074,296.35081017123304,Continuing
17,7,117.40631603510326,185.82709,32.810123,296.35081017123304,Continuing
18,43,178.97379271834268,168.31012,72.44676,296.35081017123304,Continuing
19,54,197.8404462303588,173.44,26.897764,296.35081017123304,Continuing
20,57,296.35081017123304,191.50072,27.768652,296.35081017123304,Max Elastic Modulus reached
