Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,72,189.441220061326,76.83191,14.579926,296.35081017123304,Continuing
2,71,270.69323356331364,859.91473,76.94335,296.35081017123304,Continuing
3,53,228.310761552046,378.41467,74.78414,296.35081017123304,Continuing
4,8,242.7128680778461,199.07535,28.640322,296.35081017123304,Continuing
5,9,233.7243724057668,222.60484,38.182625,296.35081017123304,Continuing
6,58,211.5086541241532,243.88069,50.829094,296.35081017123304,Continuing
7,54,197.8404462303588,223.52663,57.56953,296.35081017123304,Continuing
8,59,219.61643412334288,199.09494,45.183273,296.35081017123304,Continuing
9,55,168.33383829683325,190.9366,39.346207,296.35081017123304,Continuing
10,60,272.2240045816517,194.44025,36.446434,296.35081017123304,Continuing
11,57,296.35081017123304,209.56886,31.778763,296.35081017123304,Max Elastic Modulus reached
