Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,72,189.441220061326,87.012955,16.788477,296.35081017123304,Continuing
2,71,270.69323356331364,278.84756,20.343494,296.35081017123304,Continuing
3,53,228.310761552046,402.53073,83.4487,296.35081017123304,Continuing
4,8,242.7128680778461,199.30286,29.899864,296.35081017123304,Continuing
5,9,233.7243724057668,242.11412,41.00111,296.35081017123304,Continuing
6,58,211.5086541241532,240.88177,47.600513,296.35081017123304,Continuing
7,54,197.8404462303588,231.53445,56.92961,296.35081017123304,Continuing
8,59,219.61643412334288,203.7667,45.737976,296.35081017123304,Continuing
9,55,168.33383829683325,184.58563,36.50132,296.35081017123304,Continuing
10,60,272.2240045816517,187.6555,34.757122,296.35081017123304,Continuing
11,57,296.35081017123304,202.1559,31.784819,296.35081017123304,Max Elastic Modulus reached
