Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,69,110.69482106635698,561.06665,119.02364,296.35081017123304,Continuing
2,58,211.5086541241532,195.27838,9.67965,296.35081017123304,Continuing
3,59,219.61643412334288,208.73221,15.573809,296.35081017123304,Continuing
4,60,272.2240045816517,216.54083,20.9152,296.35081017123304,Continuing
5,6,204.17680289774336,355.26773,71.135735,296.35081017123304,Continuing
6,7,117.40631603510326,187.25365,51.84942,296.35081017123304,Continuing
7,52,231.07458974395303,239.36148,34.119072,296.35081017123304,Continuing
8,61,201.80400290446065,218.52568,32.13691,296.35081017123304,Continuing
9,45,224.5706110108938,208.67952,30.765564,296.35081017123304,Continuing
10,46,242.41091008794928,221.71614,32.14435,296.35081017123304,Continuing
11,49,242.91509227554656,214.8965,30.29222,296.35081017123304,Continuing
12,56,175.8319549576918,174.73363,25.17576,296.35081017123304,Continuing
13,2,66.30151481091211,140.07588,44.762146,296.35081017123304,Continuing
14,43,178.97379271834268,136.67798,42.31901,296.35081017123304,Continuing
15,41,220.5104016857166,174.42278,37.36691,296.35081017123304,Continuing
16,42,179.2410423946837,158.78793,33.22926,296.35081017123304,Continuing
17,63,228.4671903908735,171.53314,25.550188,296.35081017123304,Continuing
18,62,277.3861208337041,174.45682,25.06786,296.35081017123304,Continuing
19,54,197.8404462303588,226.8481,35.9488,296.35081017123304,Continuing
20,55,168.33383829683325,198.20566,32.572598,296.35081017123304,Continuing
21,40,162.77817832797786,180.87875,30.462915,296.35081017123304,Continuing
22,70,172.0732296612731,162.57413,35.653137,296.35081017123304,Continuing
23,72,189.441220061326,153.9033,37.046803,296.35081017123304,Continuing
24,37,152.72295816440803,167.99286,24.628231,296.35081017123304,Continuing
25,44,159.30709474405634,153.86574,21.787493,296.35081017123304,Continuing
26,57,296.35081017123304,146.75891,25.625776,296.35081017123304,Max Elastic Modulus reached
