Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max yield strength in Dataset,Phase,Stopping Reason
0,2,1382.2,,,2510.3,WarmStart,WarmStart
1,5,1164.4,,,2510.3,WarmStart,WarmStart
2,6,1605.4,,,2510.3,WarmStart,WarmStart
3,8,1683.0,,,2510.3,WarmStart,WarmStart
4,9,1155.0,,,2510.3,WarmStart,WarmStart
5,13,1299.8,,,2510.3,WarmStart,WarmStart
6,14,1564.0,,,2510.3,WarmStart,WarmStart
7,17,1188.6,,,2510.3,WarmStart,WarmStart
8,18,1592.9,,,2510.3,WarmStart,WarmStart
9,20,1536.5,,,2510.3,WarmStart,WarmStart
10,21,1860.3,,,2510.3,WarmStart,WarmStart
11,22,1267.8,,,2510.3,WarmStart,WarmStart
12,23,1207.8,,,2510.3,WarmStart,WarmStart
13,29,1254.0,,,2510.3,WarmStart,WarmStart
14,30,1194.0,,,2510.3,WarmStart,WarmStart
15,46,1798.3,,,2510.3,WarmStart,WarmStart
16,49,1550.3,,,2510.3,WarmStart,WarmStart
17,51,1462.7,,,2510.3,WarmStart,WarmStart
18,55,1463.0,,,2510.3,WarmStart,WarmStart
19,60,1340.8,,,2510.3,WarmStart,WarmStart
20,61,1405.6,,,2510.3,WarmStart,WarmStart
21,65,1362.9,,,2510.3,WarmStart,WarmStart
22,89,1021.0,,,2510.3,WarmStart,WarmStart
23,99,2411.5,,,2510.3,WarmStart,WarmStart
24,104,1032.1,,,2510.3,WarmStart,WarmStart
25,108,1164.4,,,2510.3,WarmStart,WarmStart
26,118,1603.3,,,2510.3,WarmStart,WarmStart
27,122,1028.7,,,2510.3,WarmStart,WarmStart
28,125,1272.6,,,2510.3,WarmStart,WarmStart
29,126,1391.8,,,2510.3,WarmStart,WarmStart
30,129,1173.8,,,2510.3,WarmStart,WarmStart
31,135,1354.2,,,2510.3,WarmStart,WarmStart
32,149,1304.3,,,2510.3,WarmStart,WarmStart
33,152,1163.0,,,2510.3,WarmStart,WarmStart
34,154,1123.1,,,2510.3,WarmStart,WarmStart
35,157,1779.7,,,2510.3,WarmStart,WarmStart
36,159,2356.4,,,2510.3,WarmStart,WarmStart
37,163,1383.5,,,2510.3,WarmStart,WarmStart
38,167,1731.7,,,2510.3,WarmStart,WarmStart
39,169,1250.5,,,2510.3,WarmStart,WarmStart
40,171,1837.9,,,2510.3,WarmStart,WarmStart
41,173,1522.7,,,2510.3,WarmStart,WarmStart
42,178,1460.7,,,2510.3,WarmStart,WarmStart
43,184,1012.8,,,2510.3,WarmStart,WarmStart
44,190,1243.6,,,2510.3,WarmStart,WarmStart
45,191,2411.5,,,2510.3,WarmStart,WarmStart
46,192,1674.6,,,2510.3,WarmStart,WarmStart
47,195,1296.0,,,2510.3,WarmStart,WarmStart
48,197,1348.9,,,2510.3,WarmStart,WarmStart
49,203,1688.1,,,2510.3,WarmStart,WarmStart
50,204,2005.5,,,2510.3,WarmStart,WarmStart
51,214,1529.6,,,2510.3,WarmStart,WarmStart
52,217,1178.9,,,2510.3,WarmStart,WarmStart
53,218,1169.2,,,2510.3,WarmStart,WarmStart
54,220,1373.9,,,2510.3,WarmStart,WarmStart
55,222,1792.1,,,2510.3,WarmStart,WarmStart
56,228,1240.2,,,2510.3,WarmStart,WarmStart
57,237,1350.4,,,2510.3,WarmStart,WarmStart
58,243,1194.0,,,2510.3,WarmStart,WarmStart
59,248,1155.0,,,2510.3,WarmStart,WarmStart
60,251,1369.5,,,2510.3,WarmStart,WarmStart
61,254,1324.3,,,2510.3,WarmStart,WarmStart
62,255,1280.2,,,2510.3,WarmStart,WarmStart
63,258,1224.7,,,2510.3,WarmStart,WarmStart
64,260,1599.4,,,2510.3,WarmStart,WarmStart
65,267,1352.2,,,2510.3,WarmStart,WarmStart
66,268,1263.6,,,2510.3,WarmStart,WarmStart
67,271,1061.7,,,2510.3,WarmStart,WarmStart
68,272,1555.8,,,2510.3,WarmStart,WarmStart
69,274,1486.2,,,2510.3,WarmStart,WarmStart
70,277,1172.0,,,2510.3,WarmStart,WarmStart
