Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max yield strength in Dataset,Phase,Stopping Reason
0,3,1341.7,,,2510.3,WarmStart,WarmStart
1,5,1164.4,,,2510.3,WarmStart,WarmStart
2,9,1155.0,,,2510.3,WarmStart,WarmStart
3,17,1188.6,,,2510.3,WarmStart,WarmStart
4,24,1383.7,,,2510.3,WarmStart,WarmStart
5,25,1005.9,,,2510.3,WarmStart,WarmStart
6,33,1819.0,,,2510.3,WarmStart,WarmStart
7,42,1350.3,,,2510.3,WarmStart,WarmStart
8,45,1716.3,,,2510.3,WarmStart,WarmStart
9,46,1798.3,,,2510.3,WarmStart,WarmStart
10,57,1235.9,,,2510.3,WarmStart,WarmStart
11,60,1340.8,,,2510.3,WarmStart,WarmStart
12,63,1423.8,,,2510.3,WarmStart,WarmStart
13,73,2381.6,,,2510.3,WarmStart,WarmStart
14,75,1471.1,,,2510.3,WarmStart,WarmStart
15,76,1669.3,,,2510.3,WarmStart,WarmStart
16,82,1746.6,,,2510.3,WarmStart,WarmStart
17,93,1755.2,,,2510.3,WarmStart,WarmStart
18,108,1164.4,,,2510.3,WarmStart,WarmStart
19,143,1216.8,,,2510.3,WarmStart,WarmStart
20,146,1722.5,,,2510.3,WarmStart,WarmStart
21,148,1237.0,,,2510.3,WarmStart,WarmStart
22,164,1282.2,,,2510.3,WarmStart,WarmStart
23,165,1250.8,,,2510.3,WarmStart,WarmStart
24,172,1164.4,,,2510.3,WarmStart,WarmStart
25,173,1522.7,,,2510.3,WarmStart,WarmStart
26,175,1074.9,,,2510.3,WarmStart,WarmStart
27,180,1182.0,,,2510.3,WarmStart,WarmStart
28,185,1998.6,,,2510.3,WarmStart,WarmStart
29,197,1348.9,,,2510.3,WarmStart,WarmStart
30,219,1804.2,,,2510.3,WarmStart,WarmStart
31,228,1240.2,,,2510.3,WarmStart,WarmStart
32,231,1547.3,,,2510.3,WarmStart,WarmStart
33,239,1144.8,,,2510.3,WarmStart,WarmStart
34,242,1305.4,,,2510.3,WarmStart,WarmStart
35,251,1369.5,,,2510.3,WarmStart,WarmStart
36,260,1599.4,,,2510.3,WarmStart,WarmStart
37,277,1172.0,,,2510.3,WarmStart,WarmStart
38,287,1615.8,,,2510.3,WarmStart,WarmStart
39,291,1577.8,,,2510.3,WarmStart,WarmStart
40,292,2372.4,,,2510.3,WarmStart,WarmStart
41,296,1681.2,,,2510.3,WarmStart,WarmStart
42,309,1212.0,,,2510.3,WarmStart,WarmStart
43,71,2501.1,2174.07861328125,374.1425476074219,2510.3,ActiveLearning,Continuing
44,273,2402.3,2402.9091796875,217.95944213867188,2510.3,ActiveLearning,Continuing
45,99,2411.5,2402.363037109375,159.69732666015625,2510.3,ActiveLearning,Continuing
46,106,2381.6,2254.9140625,247.88668823242188,2510.3,ActiveLearning,Continuing
47,206,2331.1,2367.3955078125,165.27813720703125,2510.3,ActiveLearning,Continuing
48,191,2411.5,2188.9052734375,193.56307983398438,2510.3,ActiveLearning,Continuing
49,212,2249.6,2241.51025390625,173.47402954101562,2510.3,ActiveLearning,Continuing
50,306,2510.3,2023.3248291015625,275.7886047363281,2510.3,ActiveLearning,Max yield strength in Dataset reached
