Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max yield strength in Dataset,Phase,Stopping Reason
0,9,1155.0,,,2510.3,WarmStart,WarmStart
1,25,1005.9,,,2510.3,WarmStart,WarmStart
2,46,1798.3,,,2510.3,WarmStart,WarmStart
3,57,1235.9,,,2510.3,WarmStart,WarmStart
4,60,1340.8,,,2510.3,WarmStart,WarmStart
5,63,1423.8,,,2510.3,WarmStart,WarmStart
6,75,1471.1,,,2510.3,WarmStart,WarmStart
7,93,1755.2,,,2510.3,WarmStart,WarmStart
8,108,1164.4,,,2510.3,WarmStart,WarmStart
9,164,1282.2,,,2510.3,WarmStart,WarmStart
10,173,1522.7,,,2510.3,WarmStart,WarmStart
11,175,1074.9,,,2510.3,WarmStart,WarmStart
12,185,1998.6,,,2510.3,WarmStart,WarmStart
13,228,1240.2,,,2510.3,WarmStart,WarmStart
14,260,1599.4,,,2510.3,WarmStart,WarmStart
15,205,1730.2,1326.4938053820306,306.36160073375015,2510.3,ActiveLearning,Continuing
16,280,1730.2,1349.9402609761032,306.9449760079938,2510.3,ActiveLearning,Continuing
17,203,1688.1,1449.3542167203443,277.0725161641813,2510.3,ActiveLearning,Continuing
18,192,1674.6,1482.1447350207102,259.958445460845,2510.3,ActiveLearning,Continuing
19,224,1792.2,1515.725545864174,245.09665802967186,2510.3,ActiveLearning,Continuing
20,252,1730.2,1552.7284206673871,236.56399267000225,2510.3,ActiveLearning,Continuing
21,19,1723.2,1575.2508972773244,224.79019224737766,2510.3,ActiveLearning,Continuing
22,127,1737.2,1594.3581588009265,214.7261336020248,2510.3,ActiveLearning,Continuing
23,275,1392.4,1611.2548693422132,206.0157629544739,2510.3,ActiveLearning,Continuing
24,227,1874.6,1583.5144875649355,210.3503468298701,2510.3,ActiveLearning,Continuing
25,204,2005.5,1603.3791251869845,213.52699359441905,2510.3,ActiveLearning,Continuing
26,68,2006.0,1631.4793601581882,222.5592844367516,2510.3,ActiveLearning,Continuing
27,64,1661.2,1635.8011778319642,227.26671230320355,2510.3,ActiveLearning,Continuing
28,79,1641.2,1630.0968894482812,220.09396564120058,2510.3,ActiveLearning,Continuing
29,45,1716.3,1626.4366741126496,214.86118967992024,2510.3,ActiveLearning,Continuing
30,124,1600.0,1603.5196447022486,219.17844807022172,2510.3,ActiveLearning,Continuing
31,305,1139.7,1601.8290175708705,223.83933298140047,2510.3,ActiveLearning,Continuing
32,161,1167.2,1554.2536227317537,226.49128406859563,2510.3,ActiveLearning,Continuing
33,194,1233.3,1541.5110365832854,238.63815085680196,2510.3,ActiveLearning,Continuing
34,298,1040.4,1517.2305686356617,239.93126513400398,2510.3,ActiveLearning,Continuing
35,80,1125.0,1509.6700673611626,253.83699364641282,2510.3,ActiveLearning,Continuing
36,207,1019.0,1487.0287727679442,259.1371477172891,2510.3,ActiveLearning,Continuing
37,159,2356.4,1469.4864027983353,269.6232758919863,2510.3,ActiveLearning,Continuing
38,273,2402.3,1517.96665473822,310.49047447105715,2510.3,ActiveLearning,Continuing
39,71,2501.1,1572.3651079080478,334.3952295084942,2510.3,ActiveLearning,Continuing
40,99,2411.5,1629.2462522805383,354.24491685835596,2510.3,ActiveLearning,Continuing
41,206,2331.1,1677.1667698438011,362.3806922685245,2510.3,ActiveLearning,Continuing
42,212,2249.6,1723.8549708881537,366.4075770735143,2510.3,ActiveLearning,Continuing
43,191,2411.5,1774.7236414237786,362.0567361740251,2510.3,ActiveLearning,Continuing
44,31,2487.3,1816.5361928250372,359.2108581693656,2510.3,ActiveLearning,Continuing
45,289,1571.2,1859.350116827659,359.28248804243015,2510.3,ActiveLearning,Continuing
46,106,2381.6,1832.8231580601548,363.07494417952654,2510.3,ActiveLearning,Continuing
47,73,2381.6,1857.845228546862,358.6507411463945,2510.3,ActiveLearning,Continuing
48,292,2372.4,1887.900658375138,358.8419112569615,2510.3,ActiveLearning,Continuing
49,76,1669.3,1842.7849761578987,355.191033770946,2510.3,ActiveLearning,Continuing
50,233,1088.6,1797.85856052238,351.1437859836339,2510.3,ActiveLearning,Continuing
51,309,1212.0,1747.1319148743655,374.5907960311012,2510.3,ActiveLearning,Continuing
52,43,1026.6,1726.494498099319,380.1418940099869,2510.3,ActiveLearning,Continuing
53,130,1109.3,1693.356253514006,394.2004801556028,2510.3,ActiveLearning,Continuing
54,239,1144.8,1667.216030893306,406.34230545961907,2510.3,ActiveLearning,Continuing
