Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max yield strength in Dataset,Phase,Stopping Reason
0,9,1155.0,,,2510.3,WarmStart,WarmStart
1,25,1005.9,,,2510.3,WarmStart,WarmStart
2,46,1798.3,,,2510.3,WarmStart,WarmStart
3,57,1235.9,,,2510.3,WarmStart,WarmStart
4,60,1340.8,,,2510.3,WarmStart,WarmStart
5,63,1423.8,,,2510.3,WarmStart,WarmStart
6,75,1471.1,,,2510.3,WarmStart,WarmStart
7,93,1755.2,,,2510.3,WarmStart,WarmStart
8,108,1164.4,,,2510.3,WarmStart,WarmStart
9,164,1282.2,,,2510.3,WarmStart,WarmStart
10,173,1522.7,,,2510.3,WarmStart,WarmStart
11,175,1074.9,,,2510.3,WarmStart,WarmStart
12,185,1998.6,,,2510.3,WarmStart,WarmStart
13,228,1240.2,,,2510.3,WarmStart,WarmStart
14,260,1599.4,,,2510.3,WarmStart,WarmStart
15,34,1730.2,1699.2872499999992,992.6999999999999,2510.3,ActiveLearning,Continuing
16,280,1730.2,1685.398499999998,834.1999999999998,2510.3,ActiveLearning,Continuing
17,6,1605.4,1521.0980000000009,992.6999999999999,2510.3,ActiveLearning,Continuing
18,115,1536.5,1557.3972500000061,992.6999999999999,2510.3,ActiveLearning,Continuing
19,64,1661.2,1525.5197500000022,992.6999999999999,2510.3,ActiveLearning,Continuing
20,203,1688.1,1650.2217500000022,834.1999999999998,2510.3,ActiveLearning,Continuing
21,273,2402.3,1500.9345000000023,992.6999999999999,2510.3,ActiveLearning,Continuing
22,71,2501.1,1763.5315000000046,1396.4,2510.3,ActiveLearning,Continuing
23,99,2411.5,1703.4275000000046,1495.1999999999998,2510.3,ActiveLearning,Continuing
24,106,2381.6,1905.818250000002,1495.1999999999998,2510.3,ActiveLearning,Continuing
25,31,2487.3,2085.8934999999974,1495.1999999999998,2510.3,ActiveLearning,Continuing
26,306,2510.3,2318.358749999997,1336.6999999999998,2510.3,ActiveLearning,Max yield strength in Dataset reached
