Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max yield strength in Dataset,Phase,Stopping Reason
0,104,1032.1,,,2510.3,WarmStart,WarmStart
1,268,1263.6,,,2510.3,WarmStart,WarmStart
2,16,1328.3,88467208.0,1211355.0,2510.3,ActiveLearning,Continuing
3,34,1730.2,10629267.0,142063.3125,2510.3,ActiveLearning,Continuing
4,208,1153.4,32766.25,467.72662353515625,2510.3,ActiveLearning,Continuing
5,265,1680.6,6105.80517578125,114.8216552734375,2510.3,ActiveLearning,Continuing
6,169,1250.5,5464.28076171875,126.67428588867188,2510.3,ActiveLearning,Continuing
7,291,1577.8,2275.66064453125,46.24517822265625,2510.3,ActiveLearning,Continuing
8,204,2005.5,2053.748046875,48.397499084472656,2510.3,ActiveLearning,Continuing
9,68,2006.0,1999.57958984375,35.963050842285156,2510.3,ActiveLearning,Continuing
10,19,1723.2,2059.97314453125,37.73673629760742,2510.3,ActiveLearning,Continuing
11,71,2501.1,2205.839111328125,42.75164031982422,2510.3,ActiveLearning,Continuing
12,194,1233.3,2492.3232421875,47.54837417602539,2510.3,ActiveLearning,Continuing
13,244,1081.1,2594.45751953125,336.01007080078125,2510.3,ActiveLearning,Continuing
14,172,1164.4,6475.95751953125,3052.89453125,2510.3,ActiveLearning,Continuing
15,212,2249.6,2550.34033203125,110.87181091308594,2510.3,ActiveLearning,Continuing
16,289,1571.2,2096.790771484375,82.24130249023438,2510.3,ActiveLearning,Continuing
17,205,1730.2,2170.6806640625,78.5471420288086,2510.3,ActiveLearning,Continuing
18,191,2411.5,2223.1904296875,90.5997314453125,2510.3,ActiveLearning,Continuing
19,99,2411.5,2120.5732421875,80.87702941894531,2510.3,ActiveLearning,Continuing
20,206,2331.1,2107.1884765625,66.66191864013672,2510.3,ActiveLearning,Continuing
21,31,2487.3,2139.983642578125,71.51039123535156,2510.3,ActiveLearning,Continuing
22,273,2402.3,2031.7730712890625,69.70372009277344,2510.3,ActiveLearning,Continuing
23,292,2372.4,2064.72412109375,61.17736053466797,2510.3,ActiveLearning,Continuing
24,106,2381.6,2130.5498046875,55.923370361328125,2510.3,ActiveLearning,Continuing
25,40,2157.3,2218.9482421875,75.92365264892578,2510.3,ActiveLearning,Continuing
26,306,2510.3,2223.93896484375,63.67888641357422,2510.3,ActiveLearning,Max yield strength in Dataset reached
