Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max yield strength in Dataset,Phase,Stopping Reason
0,9,1155.0,,,2510.3,WarmStart,WarmStart
1,100,1047.3,,,2510.3,WarmStart,WarmStart
2,204,2005.5,,,2510.3,WarmStart,WarmStart
3,223,1412.5,,,2510.3,WarmStart,WarmStart
4,246,1564.0,,,2510.3,WarmStart,WarmStart
5,255,1280.2,,,2510.3,WarmStart,WarmStart
6,277,1172.0,,,2510.3,WarmStart,WarmStart
7,309,1212.0,,,2510.3,WarmStart,WarmStart
8,68,2006.0,1726.3734130859375,397.5845031738281,2510.3,ActiveLearning,Continuing
9,127,1737.2,1908.0264892578125,207.7809600830078,2510.3,ActiveLearning,Continuing
10,124,1600.0,1665.240478515625,272.4449462890625,2510.3,ActiveLearning,Continuing
11,224,1792.2,1596.9571533203125,212.845947265625,2510.3,ActiveLearning,Continuing
12,192,1674.6,1661.2745361328125,154.8608856201172,2510.3,ActiveLearning,Continuing
13,19,1723.2,1644.43798828125,140.85276794433594,2510.3,ActiveLearning,Continuing
14,205,1730.2,1693.256103515625,79.7864761352539,2510.3,ActiveLearning,Continuing
15,275,1392.4,1704.4317626953125,51.55674362182617,2510.3,ActiveLearning,Continuing
16,252,1730.2,1673.35986328125,69.4984130859375,2510.3,ActiveLearning,Continuing
17,71,2501.1,1539.2025146484375,200.82809448242188,2510.3,ActiveLearning,Continuing
18,273,2402.3,1757.869140625,435.1222229003906,2510.3,ActiveLearning,Continuing
19,99,2411.5,2105.310546875,258.4181823730469,2510.3,ActiveLearning,Continuing
20,212,2249.6,2152.864990234375,156.96888732910156,2510.3,ActiveLearning,Continuing
21,206,2331.1,2340.633544921875,127.20755767822266,2510.3,ActiveLearning,Continuing
22,191,2411.5,2241.103271484375,131.9536590576172,2510.3,ActiveLearning,Continuing
23,106,2381.6,2071.9248046875,165.28485107421875,2510.3,ActiveLearning,Continuing
24,292,2372.4,2240.671875,194.77818298339844,2510.3,ActiveLearning,Continuing
25,73,2381.6,2259.584716796875,166.21519470214844,2510.3,ActiveLearning,Continuing
26,31,2487.3,2262.44140625,135.8282012939453,2510.3,ActiveLearning,Continuing
27,306,2510.3,2221.90185546875,123.24359130859375,2510.3,ActiveLearning,Max yield strength in Dataset reached
