Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max yield strength in Dataset,Phase,Stopping Reason
0,9,1155.0,,,2510.3,WarmStart,WarmStart
1,100,1047.3,,,2510.3,WarmStart,WarmStart
2,204,2005.5,,,2510.3,WarmStart,WarmStart
3,223,1412.5,,,2510.3,WarmStart,WarmStart
4,246,1564.0,,,2510.3,WarmStart,WarmStart
5,255,1280.2,,,2510.3,WarmStart,WarmStart
6,277,1172.0,,,2510.3,WarmStart,WarmStart
7,309,1212.0,,,2510.3,WarmStart,WarmStart
8,185,1998.6,1750.1560000000004,958.2,2510.3,ActiveLearning,Continuing
9,68,2006.0,1835.193499999998,958.2,2510.3,ActiveLearning,Continuing
10,64,1661.2,1865.0052499999965,958.7,2510.3,ActiveLearning,Continuing
11,224,1792.2,1766.2267499999957,958.7,2510.3,ActiveLearning,Continuing
12,124,1600.0,1760.4724999999964,958.7,2510.3,ActiveLearning,Continuing
13,71,2501.1,1702.293749999999,958.7,2510.3,ActiveLearning,Continuing
14,273,2402.3,1788.1214999999966,1453.8,2510.3,ActiveLearning,Continuing
15,99,2411.5,1811.1170000000002,1453.8,2510.3,ActiveLearning,Continuing
16,292,2372.4,2151.278499999999,1346.1,2510.3,ActiveLearning,Continuing
17,206,2331.1,2180.7397499999993,1453.8,2510.3,ActiveLearning,Continuing
18,191,2411.5,2175.247499999993,1453.8,2510.3,ActiveLearning,Continuing
19,306,2510.3,2112.1702500000065,1364.2,2510.3,ActiveLearning,Max yield strength in Dataset reached
