Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max yield strength in Dataset,Phase,Stopping Reason
0,9,1155.0,,,2510.3,WarmStart,WarmStart
1,25,1005.9,,,2510.3,WarmStart,WarmStart
2,46,1798.3,,,2510.3,WarmStart,WarmStart
3,57,1235.9,,,2510.3,WarmStart,WarmStart
4,60,1340.8,,,2510.3,WarmStart,WarmStart
5,63,1423.8,,,2510.3,WarmStart,WarmStart
6,75,1471.1,,,2510.3,WarmStart,WarmStart
7,93,1755.2,,,2510.3,WarmStart,WarmStart
8,108,1164.4,,,2510.3,WarmStart,WarmStart
9,164,1282.2,,,2510.3,WarmStart,WarmStart
10,173,1522.7,,,2510.3,WarmStart,WarmStart
11,175,1074.9,,,2510.3,WarmStart,WarmStart
12,185,1998.6,,,2510.3,WarmStart,WarmStart
13,228,1240.2,,,2510.3,WarmStart,WarmStart
14,260,1599.4,,,2510.3,WarmStart,WarmStart
15,205,1730.2,1326.4938053820306,306.36160073375015,2510.3,ActiveLearning,Continuing
16,280,1730.2,1349.9402609761032,306.9449760079938,2510.3,ActiveLearning,Continuing
17,203,1688.1,1449.3542167203443,277.0725161641813,2510.3,ActiveLearning,Continuing
18,192,1674.6,1482.1447350207102,259.958445460845,2510.3,ActiveLearning,Continuing
19,224,1792.2,1515.725545864174,245.09665802967186,2510.3,ActiveLearning,Continuing
20,252,1730.2,1552.7284206673871,236.56399267000225,2510.3,ActiveLearning,Continuing
21,19,1723.2,1575.2508972773244,224.79019224737766,2510.3,ActiveLearning,Continuing
22,127,1737.2,1594.3581588009265,214.7261336020248,2510.3,ActiveLearning,Continuing
23,275,1392.4,1611.2548693422132,206.0157629544739,2510.3,ActiveLearning,Continuing
24,204,2005.5,1582.4331581511665,212.05239783781298,2510.3,ActiveLearning,Continuing
25,68,2006.0,1612.2529846104956,223.99438393995476,2510.3,ActiveLearning,Continuing
26,227,1874.6,1632.2727527744937,229.31831198080422,2510.3,ActiveLearning,Continuing
27,64,1661.2,1635.8011778319642,227.26671230320397,2510.3,ActiveLearning,Continuing
28,79,1641.2,1630.096889448282,220.09396564120044,2510.3,ActiveLearning,Continuing
29,45,1716.3,1626.436674112649,214.86118967992402,2510.3,ActiveLearning,Continuing
30,305,1139.7,1601.5557773048406,227.89503893840262,2510.3,ActiveLearning,Continuing
31,124,1600.0,1579.6772366678815,236.19404910280915,2510.3,ActiveLearning,Continuing
32,161,1167.2,1554.253622731755,226.49128406858557,2510.3,ActiveLearning,Continuing
33,194,1233.3,1541.5110365832859,238.6381508568015,2510.3,ActiveLearning,Continuing
34,80,1125.0,1517.0599295077627,240.44390154384485,2510.3,ActiveLearning,Continuing
35,298,1040.4,1513.3231682031205,247.2921659423414,2510.3,ActiveLearning,Continuing
36,207,1019.0,1487.028776526277,259.1371492917863,2510.3,ActiveLearning,Continuing
37,273,2402.3,1466.2114082534497,275.43871404045603,2510.3,ActiveLearning,Continuing
38,71,2501.1,1532.2954092123414,311.12245764008634,2510.3,ActiveLearning,Continuing
39,99,2411.5,1593.5582256699718,338.9296280435343,2510.3,ActiveLearning,Continuing
40,212,2249.6,1641.6404063165642,354.05300360527195,2510.3,ActiveLearning,Continuing
41,289,1571.2,1693.363865455508,351.23612431265053,2510.3,ActiveLearning,Continuing
42,191,2411.5,1681.9758976921416,350.2212625508192,2510.3,ActiveLearning,Continuing
43,206,2331.1,1731.763226273382,352.52328997275026,2510.3,ActiveLearning,Continuing
44,31,2487.3,1763.8307437436165,354.53047498152154,2510.3,ActiveLearning,Continuing
45,106,2381.6,1805.6754874282483,358.97661209144655,2510.3,ActiveLearning,Continuing
46,73,2381.6,1830.4036818173806,355.713770733647,2510.3,ActiveLearning,Continuing
47,292,2372.4,1861.53188814403,356.944833905453,2510.3,ActiveLearning,Continuing
48,159,2356.4,1834.408067218772,350.8511347437333,2510.3,ActiveLearning,Continuing
49,76,1669.3,1842.7849761578993,355.1910337709459,2510.3,ActiveLearning,Continuing
50,233,1088.6,1797.858560522381,351.1437859836334,2510.3,ActiveLearning,Continuing
51,309,1212.0,1747.1319148743655,374.5907960311012,2510.3,ActiveLearning,Continuing
52,118,1603.3,1723.5872141997322,384.7941798867638,2510.3,ActiveLearning,Continuing
53,43,1026.6,1722.5615765735806,376.3413680712402,2510.3,ActiveLearning,Continuing
54,130,1109.3,1691.4240815805279,389.98057046747437,2510.3,ActiveLearning,Continuing
55,239,1144.8,1666.3105006467865,402.0164465293916,2510.3,ActiveLearning,Continuing
56,198,1061.1,1655.431711040096,404.9253611869237,2510.3,ActiveLearning,Continuing
57,184,1012.8,1624.5697768501207,413.2132208711247,2510.3,ActiveLearning,Continuing
58,293,1123.1,1610.7462461960545,417.58513919164346,2510.3,ActiveLearning,Continuing
59,240,1267.1,1594.263442318481,422.46669947191015,2510.3,ActiveLearning,Continuing
60,157,1779.7,1576.8020208940227,423.41283360422455,2510.3,ActiveLearning,Continuing
61,288,1768.0,1571.5605181392411,425.08143244566196,2510.3,ActiveLearning,Continuing
62,261,1287.3,1586.4837660225287,417.95675711192445,2510.3,ActiveLearning,Continuing
63,210,1580.0,1575.042965419193,411.683615933253,2510.3,ActiveLearning,Continuing
64,147,1736.3,1569.4949339904506,414.10025930508743,2510.3,ActiveLearning,Continuing
65,300,1164.4,1580.5060158118551,405.0216177971514,2510.3,ActiveLearning,Continuing
66,306,2510.3,1540.3822358883292,417.2627050437436,2510.3,ActiveLearning,Max yield strength in Dataset reached
