Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max yield strength in Dataset,Phase,Stopping Reason
0,3,1341.7,,,2510.3,WarmStart,WarmStart
1,9,1155.0,,,2510.3,WarmStart,WarmStart
2,13,1299.8,,,2510.3,WarmStart,WarmStart
3,14,1564.0,,,2510.3,WarmStart,WarmStart
4,16,1328.3,,,2510.3,WarmStart,WarmStart
5,20,1536.5,,,2510.3,WarmStart,WarmStart
6,22,1267.8,,,2510.3,WarmStart,WarmStart
7,25,1005.9,,,2510.3,WarmStart,WarmStart
8,26,1236.6,,,2510.3,WarmStart,WarmStart
9,28,1230.6,,,2510.3,WarmStart,WarmStart
10,29,1254.0,,,2510.3,WarmStart,WarmStart
11,30,1194.0,,,2510.3,WarmStart,WarmStart
12,35,1357.3,,,2510.3,WarmStart,WarmStart
13,36,1245.4,,,2510.3,WarmStart,WarmStart
14,38,1426.2,,,2510.3,WarmStart,WarmStart
15,40,2157.3,,,2510.3,WarmStart,WarmStart
16,42,1350.3,,,2510.3,WarmStart,WarmStart
17,44,1474.4,,,2510.3,WarmStart,WarmStart
18,46,1798.3,,,2510.3,WarmStart,WarmStart
19,49,1550.3,,,2510.3,WarmStart,WarmStart
20,50,1371.4,,,2510.3,WarmStart,WarmStart
21,51,1462.7,,,2510.3,WarmStart,WarmStart
22,52,1332.7,,,2510.3,WarmStart,WarmStart
23,54,1429.7,,,2510.3,WarmStart,WarmStart
24,55,1463.0,,,2510.3,WarmStart,WarmStart
25,56,1357.9,,,2510.3,WarmStart,WarmStart
26,57,1235.9,,,2510.3,WarmStart,WarmStart
27,58,1276.5,,,2510.3,WarmStart,WarmStart
28,62,1130.0,,,2510.3,WarmStart,WarmStart
29,63,1423.8,,,2510.3,WarmStart,WarmStart
30,72,1317.0,,,2510.3,WarmStart,WarmStart
31,75,1471.1,,,2510.3,WarmStart,WarmStart
32,86,1453.8,,,2510.3,WarmStart,WarmStart
33,87,1393.5,,,2510.3,WarmStart,WarmStart
34,88,1294.9,,,2510.3,WarmStart,WarmStart
35,91,1136.8,,,2510.3,WarmStart,WarmStart
36,95,1277.7,,,2510.3,WarmStart,WarmStart
37,96,1233.3,,,2510.3,WarmStart,WarmStart
38,104,1032.1,,,2510.3,WarmStart,WarmStart
39,106,2381.6,,,2510.3,WarmStart,WarmStart
40,107,1309.1,,,2510.3,WarmStart,WarmStart
41,108,1164.4,,,2510.3,WarmStart,WarmStart
42,110,1241.0,,,2510.3,WarmStart,WarmStart
43,112,1471.0,,,2510.3,WarmStart,WarmStart
44,116,1010.8,,,2510.3,WarmStart,WarmStart
45,117,1810.0,,,2510.3,WarmStart,WarmStart
46,118,1603.3,,,2510.3,WarmStart,WarmStart
47,120,1275.3,,,2510.3,WarmStart,WarmStart
48,123,1729.4,,,2510.3,WarmStart,WarmStart
49,124,1600.0,,,2510.3,WarmStart,WarmStart
50,126,1391.8,,,2510.3,WarmStart,WarmStart
51,133,1312.0,,,2510.3,WarmStart,WarmStart
52,136,1199.0,,,2510.3,WarmStart,WarmStart
53,137,1308.0,,,2510.3,WarmStart,WarmStart
54,139,1350.4,,,2510.3,WarmStart,WarmStart
55,140,1521.3,,,2510.3,WarmStart,WarmStart
56,142,1340.1,,,2510.3,WarmStart,WarmStart
57,143,1216.8,,,2510.3,WarmStart,WarmStart
58,146,1722.5,,,2510.3,WarmStart,WarmStart
59,149,1304.3,,,2510.3,WarmStart,WarmStart
60,150,1846.5,,,2510.3,WarmStart,WarmStart
61,151,1109.3,,,2510.3,WarmStart,WarmStart
62,152,1163.0,,,2510.3,WarmStart,WarmStart
63,158,1688.1,,,2510.3,WarmStart,WarmStart
64,164,1282.2,,,2510.3,WarmStart,WarmStart
65,165,1250.8,,,2510.3,WarmStart,WarmStart
66,166,1091.4,,,2510.3,WarmStart,WarmStart
67,169,1250.5,,,2510.3,WarmStart,WarmStart
68,175,1074.9,,,2510.3,WarmStart,WarmStart
69,177,1503.4,,,2510.3,WarmStart,WarmStart
70,181,1801.8,,,2510.3,WarmStart,WarmStart
71,182,1150.6,,,2510.3,WarmStart,WarmStart
72,183,1502.0,,,2510.3,WarmStart,WarmStart
73,184,1012.8,,,2510.3,WarmStart,WarmStart
74,187,1870.6,,,2510.3,WarmStart,WarmStart
75,191,2411.5,,,2510.3,WarmStart,WarmStart
76,192,1674.6,,,2510.3,WarmStart,WarmStart
77,195,1296.0,,,2510.3,WarmStart,WarmStart
78,197,1348.9,,,2510.3,WarmStart,WarmStart
79,199,1369.5,,,2510.3,WarmStart,WarmStart
80,202,1026.6,,,2510.3,WarmStart,WarmStart
81,205,1730.2,,,2510.3,WarmStart,WarmStart
82,206,2331.1,,,2510.3,WarmStart,WarmStart
83,207,1019.0,,,2510.3,WarmStart,WarmStart
84,208,1153.4,,,2510.3,WarmStart,WarmStart
85,210,1580.0,,,2510.3,WarmStart,WarmStart
86,211,1243.0,,,2510.3,WarmStart,WarmStart
87,214,1529.6,,,2510.3,WarmStart,WarmStart
88,215,1688.1,,,2510.3,WarmStart,WarmStart
89,216,1371.1,,,2510.3,WarmStart,WarmStart
90,217,1178.9,,,2510.3,WarmStart,WarmStart
91,219,1804.2,,,2510.3,WarmStart,WarmStart
92,220,1373.9,,,2510.3,WarmStart,WarmStart
93,221,1506.8,,,2510.3,WarmStart,WarmStart
94,223,1412.5,,,2510.3,WarmStart,WarmStart
95,224,1792.2,,,2510.3,WarmStart,WarmStart
96,225,1088.6,,,2510.3,WarmStart,WarmStart
97,228,1240.2,,,2510.3,WarmStart,WarmStart
98,230,1475.8,,,2510.3,WarmStart,WarmStart
99,233,1088.6,,,2510.3,WarmStart,WarmStart
100,237,1350.4,,,2510.3,WarmStart,WarmStart
101,238,1188.5,,,2510.3,WarmStart,WarmStart
102,240,1267.1,,,2510.3,WarmStart,WarmStart
103,241,1218.8,,,2510.3,WarmStart,WarmStart
104,242,1305.4,,,2510.3,WarmStart,WarmStart
105,244,1081.1,,,2510.3,WarmStart,WarmStart
106,246,1564.0,,,2510.3,WarmStart,WarmStart
107,249,1460.7,,,2510.3,WarmStart,WarmStart
108,251,1369.5,,,2510.3,WarmStart,WarmStart
109,255,1280.2,,,2510.3,WarmStart,WarmStart
110,257,1287.4,,,2510.3,WarmStart,WarmStart
111,258,1224.7,,,2510.3,WarmStart,WarmStart
112,263,1123.1,,,2510.3,WarmStart,WarmStart
113,269,1368.5,,,2510.3,WarmStart,WarmStart
114,270,1300.3,,,2510.3,WarmStart,WarmStart
115,272,1555.8,,,2510.3,WarmStart,WarmStart
116,273,2402.3,,,2510.3,WarmStart,WarmStart
117,274,1486.2,,,2510.3,WarmStart,WarmStart
118,276,1629.9,,,2510.3,WarmStart,WarmStart
119,279,1805.2,,,2510.3,WarmStart,WarmStart
120,281,1338.0,,,2510.3,WarmStart,WarmStart
121,285,1812.1,,,2510.3,WarmStart,WarmStart
122,291,1577.8,,,2510.3,WarmStart,WarmStart
123,298,1040.4,,,2510.3,WarmStart,WarmStart
124,300,1164.4,,,2510.3,WarmStart,WarmStart
125,301,1359.7,,,2510.3,WarmStart,WarmStart
126,303,1221.6,,,2510.3,WarmStart,WarmStart
127,309,1212.0,,,2510.3,WarmStart,WarmStart
128,310,1390.4,,,2510.3,WarmStart,WarmStart
129,311,1376.7,,,2510.3,WarmStart,WarmStart
130,71,2501.1,1691.9255105097868,246.06109009561806,2510.3,ActiveLearning,Continuing
131,99,2411.5,1743.8986771915024,246.2514384768088,2510.3,ActiveLearning,Continuing
132,292,2372.4,1794.0555322452271,245.7944360745786,2510.3,ActiveLearning,Continuing
133,289,1571.2,1837.975083844242,244.98997108568247,2510.3,ActiveLearning,Continuing
134,212,2249.6,1790.791672565626,249.66351484211032,2510.3,ActiveLearning,Continuing
135,306,2510.3,1813.7795602091182,246.1312303779944,2510.3,ActiveLearning,Max yield strength in Dataset reached
