Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Min Instability index in Dataset,Phase,Stopping Reason
0,1,505657.0,,,23707.0,WarmStart,WarmStart
1,28,57484.0,,,23707.0,WarmStart,WarmStart
2,29,286689.0,,,23707.0,WarmStart,WarmStart
3,51,293210.0,,,23707.0,WarmStart,WarmStart
4,60,38893.0,,,23707.0,WarmStart,WarmStart
5,72,339668.0,,,23707.0,WarmStart,WarmStart
6,84,24723.0,,,23707.0,WarmStart,WarmStart
7,92,261756.0,,,23707.0,WarmStart,WarmStart
8,113,59211.0,,,23707.0,WarmStart,WarmStart
9,114,80413.0,,,23707.0,WarmStart,WarmStart
10,2,144074.0,78963.796875,70741.1640625,23707.0,ActiveLearning,Continuing
11,39,98773.0,72625.046875,81682.484375,23707.0,ActiveLearning,Continuing
12,44,299002.0,119580.328125,87863.1953125,23707.0,ActiveLearning,Continuing
13,112,23707.0,59788.30078125,15969.150390625,23707.0,ActiveLearning,Min Instability index in Dataset reached
