Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,10,45.97,715.9177,151.99081,1243.67,Continuing
2,2,14.78,574.0204,47.168716,1243.67,Continuing
3,13,215.37,632.75116,58.38487,1243.67,Continuing
4,12,179.53,236.24919,44.53617,1243.67,Continuing
5,16,490.06,258.53256,36.15104,1243.67,Continuing
6,19,634.35,408.77826,50.418926,1243.67,Continuing
7,20,688.74,560.946,61.530067,1243.67,Continuing
8,21,725.7933279,572.53485,58.35277,1243.67,Continuing
9,23,788.8326479,659.03546,64.6212,1243.67,Continuing
10,25,804.11,639.7463,60.339832,1243.67,Continuing
11,26,839.28,718.0614,62.163395,1243.67,Continuing
12,27,852.33,711.7898,61.244473,1243.67,Continuing
13,232,824.47,706.845,60.749325,1243.67,Continuing
14,220,546.79,719.9647,59.96169,1243.67,Continuing
15,112,904.29,655.008,54.26419,1243.67,Continuing
16,226,658.86,709.7023,55.517906,1243.67,Continuing
17,110,770.35,683.27344,54.30917,1243.67,Continuing
18,114,291.41,569.363,45.494164,1243.67,Continuing
19,223,636.48,453.39175,35.37647,1243.67,Continuing
20,224,637.46,513.85645,40.734226,1243.67,Continuing
21,230,738.1,536.24316,40.386745,1243.67,Continuing
22,228,697.4,539.8146,40.90647,1243.67,Continuing
23,205,248.62,583.4397,53.014633,1243.67,Continuing
24,191,398.5758253,510.42,39.249176,1243.67,Continuing
25,192,424.1973941,470.3589,35.59336,1243.67,Continuing
26,185,311.2965408,397.1045,34.279312,1243.67,Continuing
27,189,345.3800939,343.79468,32.647415,1243.67,Continuing
28,182,160.6199195,355.32675,26.149693,1243.67,Continuing
29,211,382.45,300.89722,31.05193,1243.67,Continuing
30,116,452.8,289.48557,24.344872,1243.67,Continuing
31,123,552.26,367.30276,29.276968,1243.67,Continuing
32,126,660.0,412.1058,31.603266,1243.67,Continuing
33,127,1089.12,486.88843,35.760204,1243.67,Continuing
34,229,731.11,573.0088,39.799698,1243.67,Continuing
35,231,772.94,607.7165,43.76499,1243.67,Continuing
36,22,766.85,573.40936,40.38823,1243.67,Continuing
37,227,695.67,620.99146,45.61252,1243.67,Continuing
38,24,800.58,632.9473,42.234596,1243.67,Continuing
39,222,602.48,642.88586,43.54591,1243.67,Continuing
40,100,433.78,714.6835,45.965855,1243.67,Continuing
