Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,10,45.97,41.964012,8.155115,1243.67,Continuing
2,2,14.78,98.290436,31.534483,1243.67,Continuing
3,13,215.37,222.9225,72.795746,1243.67,Continuing
4,152,44.1,157.73323,30.032362,1243.67,Continuing
5,232,824.47,718.3555,230.27327,1243.67,Continuing
6,16,490.06,788.902,153.94147,1243.67,Continuing
7,19,634.35,567.59674,106.72884,1243.67,Continuing
8,20,688.74,672.6673,114.0862,1243.67,Continuing
9,21,725.7933279,661.59375,104.04457,1243.67,Continuing
10,23,788.8326479,647.0055,94.628365,1243.67,Continuing
11,25,804.11,749.52655,104.91217,1243.67,Continuing
12,26,839.28,722.7027,102.16923,1243.67,Continuing
13,27,852.33,793.28894,105.009315,1243.67,Continuing
14,112,904.29,699.33777,83.57658,1243.67,Continuing
15,220,546.79,762.9482,86.43888,1243.67,Continuing
16,226,658.86,726.15106,85.606964,1243.67,Continuing
17,110,770.35,632.1372,66.52455,1243.67,Continuing
18,114,291.41,549.6546,60.898674,1243.67,Continuing
19,223,636.48,485.6553,49.95517,1243.67,Continuing
20,224,637.46,525.64374,50.454414,1243.67,Continuing
21,230,738.1,577.32385,56.256268,1243.67,Continuing
22,228,697.4,615.7613,57.150024,1243.67,Continuing
23,191,398.5758253,578.08295,55.614662,1243.67,Continuing
24,192,424.1973941,399.68317,48.18088,1243.67,Continuing
25,185,311.2965408,357.6139,44.272602,1243.67,Continuing
26,182,160.6199195,332.2795,33.455185,1243.67,Continuing
27,189,345.3800939,325.84683,38.497845,1243.67,Continuing
28,116,452.8,279.92844,37.277927,1243.67,Continuing
29,123,552.26,381.56775,40.863132,1243.67,Continuing
30,126,660.0,432.5613,41.360638,1243.67,Continuing
31,127,1089.12,476.68213,39.55725,1243.67,Continuing
32,229,731.11,605.4976,46.5864,1243.67,Continuing
33,231,772.94,652.67883,44.63057,1243.67,Continuing
34,122,543.75,395.19638,32.56759,1243.67,Continuing
35,100,433.78,490.49753,41.186863,1243.67,Continuing
36,22,766.85,379.50732,37.588596,1243.67,Continuing
37,24,800.58,606.4896,41.716667,1243.67,Continuing
38,222,602.48,665.50867,44.622334,1243.67,Continuing
39,227,695.67,629.5476,43.5107,1243.67,Continuing
40,103,562.06,564.882,36.41757,1243.67,Continuing
41,105,607.72,581.85504,35.523815,1243.67,Continuing
42,104,580.44,537.7159,33.830814,1243.67,Continuing
43,108,659.36,572.90717,34.87306,1243.67,Continuing
44,101,484.36,567.3634,31.755875,1243.67,Continuing
45,113,226.22,529.27594,28.379831,1243.67,Continuing
46,124,554.41,549.0965,33.180885,1243.67,Continuing
47,106,618.72,456.2863,26.333235,1243.67,Continuing
