Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,10,45.97,691.1392,141.02977,1243.67,Continuing
2,2,14.78,577.1782,49.135887,1243.67,Continuing
3,13,215.37,769.23236,68.402565,1243.67,Continuing
4,22,766.85,244.57886,29.900686,1243.67,Continuing
5,81,6.31,2990.1118,261.0472,1243.67,Continuing
6,16,490.06,787.07074,85.87663,1243.67,Continuing
7,17,559.01,856.8755,111.63688,1243.67,Continuing
8,24,800.58,735.60236,66.05548,1243.67,Continuing
9,222,602.48,776.4238,64.6145,1243.67,Continuing
10,227,695.67,698.8001,57.328743,1243.67,Continuing
11,124,554.41,726.12415,65.56127,1243.67,Continuing
12,100,433.78,664.724,52.641087,1243.67,Continuing
13,104,580.44,671.79254,53.432972,1243.67,Continuing
14,108,659.36,596.6423,50.052006,1243.67,Continuing
15,101,484.36,596.212,46.464523,1243.67,Continuing
16,103,562.06,537.79584,44.781437,1243.67,Continuing
17,18,617.92,569.8578,71.67579,1243.67,Continuing
18,105,607.72,537.5191,44.32112,1243.67,Continuing
19,113,226.22,493.42133,38.84063,1243.67,Continuing
20,138,302.25,467.22296,63.944572,1243.67,Continuing
21,19,634.35,443.53442,44.43067,1243.67,Continuing
22,20,688.74,531.5853,51.938942,1243.67,Continuing
23,21,725.7933279,568.2736,52.32614,1243.67,Continuing
24,23,788.8326479,633.71387,56.04583,1243.67,Continuing
25,25,804.11,664.8734,55.231705,1243.67,Continuing
26,26,839.28,680.338,52.559032,1243.67,Continuing
27,27,852.33,710.3291,52.607563,1243.67,Continuing
28,232,824.47,733.0673,53.864223,1243.67,Continuing
29,112,904.29,709.7984,53.17388,1243.67,Continuing
30,220,546.79,731.77704,52.579018,1243.67,Continuing
31,226,658.86,678.14703,46.747498,1243.67,Continuing
32,110,770.35,696.3056,47.213646,1243.67,Continuing
33,153,47.22,472.23492,69.29422,1243.67,Continuing
34,114,291.41,451.03094,29.344217,1243.67,Continuing
35,182,160.6199195,338.03607,22.014696,1243.67,Continuing
36,102,545.78,339.7377,74.44873,1243.67,Continuing
37,107,625.33,314.90656,23.991066,1243.67,Continuing
38,139,336.24,350.81296,22.465513,1243.67,Continuing
39,164,220.66,360.42615,29.496843,1243.67,Continuing
40,126,660.0,287.19672,19.352121,1243.67,Continuing
