Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity in Dataset,Stopping Reason
1,10,45.97,668.21014,152.02075,1243.67,Continuing
2,2,14.78,556.5165,50.23973,1243.67,Continuing
3,13,215.37,658.87537,63.00944,1243.67,Continuing
4,6,26.19,252.68172,51.481457,1243.67,Continuing
5,16,490.06,266.96152,38.263245,1243.67,Continuing
6,19,634.35,461.28793,54.456818,1243.67,Continuing
7,20,688.74,520.74243,56.69222,1243.67,Continuing
8,21,725.7933279,625.9494,64.548004,1243.67,Continuing
9,23,788.8326479,602.176,58.486797,1243.67,Continuing
10,25,804.11,672.7678,61.985725,1243.67,Continuing
11,26,839.28,643.3161,58.988407,1243.67,Continuing
12,27,852.33,698.4114,61.832127,1243.67,Continuing
13,232,824.47,770.50574,64.62457,1243.67,Continuing
14,112,904.29,700.17535,56.61379,1243.67,Continuing
15,220,546.79,744.4296,58.624813,1243.67,Continuing
16,226,658.86,694.76556,55.521442,1243.67,Continuing
17,110,770.35,666.32733,53.674896,1243.67,Continuing
18,114,291.41,613.8387,48.94877,1243.67,Continuing
19,223,636.48,504.98575,40.82304,1243.67,Continuing
20,224,637.46,529.74396,41.019226,1243.67,Continuing
21,211,382.45,499.99966,53.615604,1243.67,Continuing
22,230,738.1,552.624,41.214077,1243.67,Continuing
23,228,697.4,554.1432,42.15233,1243.67,Continuing
24,192,424.1973941,503.77606,37.393574,1243.67,Continuing
25,191,398.5758253,487.9122,36.12461,1243.67,Continuing
26,185,311.2965408,417.32104,31.617567,1243.67,Continuing
27,189,345.3800939,377.55713,31.263908,1243.67,Continuing
28,171,419.51,377.77066,25.721718,1243.67,Continuing
29,182,160.6199195,356.10593,32.87005,1243.67,Continuing
30,170,405.26,313.24515,22.675667,1243.67,Continuing
31,205,248.62,305.9002,36.91307,1243.67,Continuing
32,116,452.8,268.08344,37.64016,1243.67,Continuing
33,123,552.26,367.1698,39.481804,1243.67,Continuing
34,126,660.0,440.8957,41.794266,1243.67,Continuing
35,127,1089.12,496.1894,43.600365,1243.67,Continuing
36,229,731.11,626.61414,50.212994,1243.67,Continuing
37,231,772.94,637.57,47.706886,1243.67,Continuing
38,210,356.76,616.45337,50.04008,1243.67,Continuing
39,122,543.75,464.7455,38.967823,1243.67,Continuing
40,100,433.78,373.63455,43.05424,1243.67,Continuing
41,22,766.85,342.91562,43.862175,1243.67,Continuing
42,24,800.58,557.8889,50.433216,1243.67,Continuing
43,222,602.48,641.15564,54.459408,1243.67,Continuing
44,227,695.67,654.40875,54.08274,1243.67,Continuing
45,104,580.44,610.4687,49.8156,1243.67,Continuing
46,108,659.36,604.48865,50.14382,1243.67,Continuing
47,124,554.41,552.0084,52.20658,1243.67,Continuing
48,103,562.06,571.0578,45.095173,1243.67,Continuing
49,105,607.72,562.21,41.824684,1243.67,Continuing
50,101,484.36,537.3708,38.7995,1243.67,Continuing
51,113,226.22,499.5103,36.227978,1243.67,Continuing
52,17,559.01,445.9997,55.914413,1243.67,Continuing
53,18,617.92,519.9128,58.201813,1243.67,Continuing
54,98,233.89,352.40918,71.40209,1243.67,Continuing
55,106,618.72,446.87656,31.536688,1243.67,Continuing
56,153,47.22,379.7121,41.82937,1243.67,Continuing
57,109,750.9,421.21106,26.722933,1243.67,Continuing
58,120,540.19,417.14926,25.830309,1243.67,Continuing
59,125,608.87,444.80786,28.545305,1243.67,Continuing
60,136,293.6,412.8872,32.67133,1243.67,Continuing
61,138,302.25,330.2959,45.103264,1243.67,Continuing
62,213,406.47,348.9468,37.69715,1243.67,Continuing
63,179,135.2652427,421.44473,25.75898,1243.67,Continuing
64,15,411.82,247.07768,62.95521,1243.67,Continuing
65,12,179.53,189.4997,99.42032,1243.67,Continuing
66,14,218.67,168.11823,80.24274,1243.67,Continuing
67,198,195.33,265.41763,46.939533,1243.67,Continuing
68,107,625.33,352.1383,24.24625,1243.67,Continuing
69,152,44.1,189.84442,63.71817,1243.67,Continuing
70,201,213.5,260.69034,44.75493,1243.67,Continuing
71,139,336.24,394.35138,25.534342,1243.67,Continuing
72,111,838.31,366.72577,21.5087,1243.67,Continuing
73,115,325.56,388.60614,23.022272,1243.67,Continuing
74,150,348.88,376.6675,22.947283,1243.67,Continuing
75,146,312.65,352.18887,20.785767,1243.67,Continuing
76,169,385.2,324.7715,20.448994,1243.67,Continuing
77,142,280.38,332.59564,21.245443,1243.67,Continuing
78,145,291.83,330.03845,20.275246,1243.67,Continuing
79,140,259.11,325.04694,21.116064,1243.67,Continuing
80,219,545.18,295.38464,18.851284,1243.67,Continuing
81,207,289.72,311.7095,17.464556,1243.67,Continuing
82,196,191.45,280.39673,16.879862,1243.67,Continuing
83,197,192.98,287.7054,16.796501,1243.67,Continuing
84,206,268.25,259.52542,17.812798,1243.67,Continuing
85,199,201.63,250.46005,15.144524,1243.67,Continuing
86,141,279.69,226.9199,15.161955,1243.67,Continuing
87,144,286.73,230.90678,14.837493,1243.67,Continuing
88,204,240.44,232.4894,13.129243,1243.67,Continuing
89,166,249.23,229.2851,15.246246,1243.67,Continuing
90,167,250.28,220.07436,14.090025,1243.67,Continuing
91,3,16.34,40.760548,59.054295,1243.67,Continuing
92,202,214.93,237.66908,12.0357065,1243.67,Continuing
93,162,217.94,208.59253,11.890768,1243.67,Continuing
94,188,339.0080085,202.89659,13.597303,1243.67,Continuing
95,186,318.1919743,178.32857,15.369354,1243.67,Continuing
96,180,151.3841761,184.07974,11.270129,1243.67,Continuing
97,164,220.66,179.9034,16.775156,1243.67,Continuing
98,203,226.25,148.38539,39.273895,1243.67,Continuing
99,149,328.45,212.42958,23.469624,1243.67,Continuing
100,178,111.8949727,200.97424,27.713566,1243.67,Continuing
101,172,542.3,224.4596,18.801626,1243.67,Continuing
102,148,328.21,216.0157,20.11948,1243.67,Continuing
103,135,281.68,205.02821,19.630926,1243.67,Continuing
104,216,696.39,205.026,20.812405,1243.67,Continuing
105,190,390.2707837,401.82263,31.81025,1243.67,Continuing
106,184,200.7545831,275.59958,43.00948,1243.67,Continuing
107,134,278.51,229.51273,17.14087,1243.67,Continuing
108,137,293.93,163.47878,32.511597,1243.67,Continuing
109,193,733.7295218,209.63579,26.255074,1243.67,Continuing
110,194,745.278685,347.7348,29.162329,1243.67,Continuing
111,183,162.7067112,440.74615,32.020554,1243.67,Continuing
112,117,475.46,282.0947,18.50631,1243.67,Continuing
113,118,529.11,344.3489,21.331478,1243.67,Continuing
114,119,535.99,379.7104,21.346327,1243.67,Continuing
115,128,1243.67,420.56042,24.049606,1243.67,Max Conductivity reached
