Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,26,-1267615,-207114.84,1705.5582,-23707,Continuing
2,7,-144556,-128958.21,12032.339,-23707,Continuing
3,8,-351227,-143554.23,4618.4175,-23707,Continuing
4,0,-480185,-159473.56,9280.655,-23707,Continuing
5,3,-239852,-194832.03,1975.5084,-23707,Continuing
6,63,-300244,-210347.78,1708.133,-23707,Continuing
7,92,-261756,-235503.84,1536.8197,-23707,Continuing
8,4,-416657,-242996.42,1240.0756,-23707,Continuing
9,65,-349707,-250148.48,3284.8855,-23707,Continuing
10,54,-376516,-266991.2,3145.2542,-23707,Continuing
11,5,-253423,-276725.1,2129.0273,-23707,Continuing
12,70,-286563,-259154.36,1934.4241,-23707,Continuing
13,6,-273687,-273966.25,2379.09,-23707,Continuing
14,93,-211852,-276614.47,2658.7185,-23707,Continuing
15,77,-476197,-267957.3,2277.463,-23707,Continuing
16,38,-224858,-276036.25,4538.4272,-23707,Continuing
17,43,-228347,-289846.75,4064.166,-23707,Continuing
18,50,-199330,-297039.03,4643.5425,-23707,Continuing
19,51,-293210,-253044.97,6085.318,-23707,Continuing
20,52,-456484,-285797.88,6227.4546,-23707,Continuing
21,49,-234879,-299249.38,4745.667,-23707,Continuing
22,33,-132665,-311311.03,5449.425,-23707,Continuing
23,89,-120257,-185654.12,12978.707,-23707,Continuing
24,32,-207474,-142623.06,14135.129,-23707,Continuing
25,69,-252077,-198782.16,8788.381,-23707,Continuing
26,68,-180293,-201881.28,8241.736,-23707,Continuing
27,30,-209698,-273016.28,3481.7808,-23707,Continuing
28,31,-316345,-218458.8,3397.741,-23707,Continuing
29,40,-343647,-274605.9,3125.1836,-23707,Continuing
30,88,-132641,-312779.06,3390.8147,-23707,Continuing
31,62,-40621,-295437.2,2800.845,-23707,Continuing
32,96,-383479,-194817.73,3892.1143,-23707,Continuing
33,34,-287734,-328606.22,7192.5005,-23707,Continuing
34,35,-302631,-288116.97,6502.623,-23707,Continuing
35,91,-225170,-317125.25,7282.295,-23707,Continuing
36,64,-269180,-281930.66,5426.626,-23707,Continuing
37,90,-318600,-312764.94,4661.842,-23707,Continuing
38,53,-374938,-365031.0,6078.7812,-23707,Continuing
39,55,-463506,-376954.38,5810.278,-23707,Continuing
40,13,-714735,-486893.8,27025.604,-23707,Continuing
41,42,-482218,-396902.22,5285.63,-23707,Continuing
42,61,-449878,-455887.56,9167.835,-23707,Continuing
43,1,-505657,-462368.1,11754.921,-23707,Continuing
44,48,-404845,-454592.12,4017.7434,-23707,Continuing
45,45,-481313,-435957.53,3788.5205,-23707,Continuing
46,46,-482674,-454821.0,3478.3665,-23707,Continuing
47,36,-190636,-464900.1,6976.2485,-23707,Continuing
48,37,-342685,-303664.4,6578.4893,-23707,Continuing
49,2,-144074,-514092.56,7805.636,-23707,Continuing
50,87,-183180,-317871.72,7137.6353,-23707,Continuing
51,60,-38893,-326878.25,6440.58,-23707,Continuing
52,59,-123157,-234084.77,7494.3154,-23707,Continuing
53,86,-91681,-195738.38,18733.516,-23707,Continuing
54,58,-221696,-110331.875,19731.447,-23707,Continuing
55,85,-27122,-207521.56,23801.447,-23707,Continuing
56,28,-57484,-108537.47,12736.39,-23707,Continuing
57,29,-286689,-110430.98,9911.653,-23707,Continuing
58,112,-23707,-271960.8,18020.754,-23707,Max -Instability index reached
