Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,26,-1267615,-57513.51,583.3833,-23707,Continuing
2,7,-144556,-241.03644,43.503624,-23707,Continuing
3,0,-480185,-44637.633,4710.0874,-23707,Continuing
4,58,-221696,-40190.594,1751.5679,-23707,Continuing
5,29,-286689,-135967.42,1474.6914,-23707,Continuing
6,8,-351227,-147007.45,3348.2756,-23707,Continuing
7,60,-38893,-181490.36,1496.1405,-23707,Continuing
8,2,-144074,-54948.375,1216.6559,-23707,Continuing
9,87,-183180,-101953.77,2052.6313,-23707,Continuing
10,59,-123157,-95100.67,6873.7993,-23707,Continuing
11,100,-175885,-149020.22,7752.719,-23707,Continuing
12,66,-284939,-182892.94,3070.9163,-23707,Continuing
13,84,-24723,-202182.16,3409.0042,-23707,Continuing
14,112,-23707,-31958.693,5480.975,-23707,Max -Instability index reached
