Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,26,-1267615,-38298.586,417.62402,-23707,Continuing
2,7,-144556,-674.7476,63.831177,-23707,Continuing
3,0,-480185,-4894.055,2393.6663,-23707,Continuing
4,86,-91681,-24352.508,832.46265,-23707,Continuing
5,28,-57484,-62520.93,1298.5532,-23707,Continuing
6,29,-286689,-61748.168,878.446,-23707,Continuing
7,106,-437082,-41878.03,1894.689,-23707,Continuing
8,61,-449878,-39930.773,2111.5583,-23707,Continuing
9,103,-145224,49478.656,5339.307,-23707,Continuing
10,116,-26197,-46391.586,7347.4985,-23707,Continuing
11,118,-107494,-32516.42,5031.0195,-23707,Continuing
12,119,-119938,-55622.71,4120.165,-23707,Continuing
13,98,-147202,-83886.74,4182.1074,-23707,Continuing
14,58,-221696,-77930.9,4212.513,-23707,Continuing
15,99,-192477,-93411.19,5695.199,-23707,Continuing
16,124,-55524,-90423.97,5608.4272,-23707,Continuing
17,75,-59256,-61568.78,3892.0947,-23707,Continuing
18,125,-88158,-57539.105,3150.1973,-23707,Continuing
19,126,-93928,-69361.19,2885.5369,-23707,Continuing
20,127,-184086,-75366.734,2660.6204,-23707,Continuing
21,101,-239057,-99454.75,5076.6426,-23707,Continuing
22,77,-476197,-101809.09,3106.6313,-23707,Continuing
23,8,-351227,-142479.42,10004.8545,-23707,Continuing
24,71,-87667,-156672.6,9173.627,-23707,Continuing
25,39,-98773,-117813.94,8285.5205,-23707,Continuing
26,66,-284939,-138394.02,6535.046,-23707,Continuing
27,115,-98439,-142804.94,8492.306,-23707,Continuing
28,113,-59211,-93480.43,5724.301,-23707,Continuing
29,84,-24723,-83691.35,5037.836,-23707,Continuing
30,112,-23707,-64510.37,4597.271,-23707,Max -Instability index reached
