Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,7,-144556,-699846.44,3707.7783,-23707,Continuing
2,8,-351227,-144386.3,3902.8706,-23707,Continuing
3,65,-349707,-272764.62,2285.862,-23707,Continuing
4,26,-1267615,-165836.94,14288.388,-23707,Continuing
5,42,-482218,-348389.2,4109.5005,-23707,Continuing
6,0,-480185,-338217.7,20388.705,-23707,Continuing
7,38,-224858,-474565.56,3493.981,-23707,Continuing
8,93,-211852,-326931.56,4370.745,-23707,Continuing
9,5,-253423,-225093.28,4848.5083,-23707,Continuing
10,6,-273687,-244137.44,4765.981,-23707,Continuing
11,43,-228347,-353815.7,5647.191,-23707,Continuing
12,49,-234879,-306883.6,5620.5493,-23707,Continuing
13,92,-261756,-352386.25,4433.1675,-23707,Continuing
14,70,-286563,-271491.84,4228.693,-23707,Continuing
15,34,-287734,-306346.8,4139.138,-23707,Continuing
16,35,-302631,-279614.9,3937.8252,-23707,Continuing
17,91,-225170,-323165.0,3970.769,-23707,Continuing
18,64,-269180,-269913.12,4161.861,-23707,Continuing
19,90,-318600,-280753.06,3929.2068,-23707,Continuing
20,3,-239852,-335358.16,3733.1777,-23707,Continuing
21,4,-416657,-278576.78,3294.7012,-23707,Continuing
22,80,-438903,-363971.44,4826.8804,-23707,Continuing
23,77,-476197,-379789.6,3277.641,-23707,Continuing
24,63,-300244,-395730.44,3887.8486,-23707,Continuing
25,97,-206695,-344309.84,3261.37,-23707,Continuing
26,69,-252077,-307700.4,3216.4043,-23707,Continuing
27,33,-132665,-293430.12,3378.5315,-23707,Continuing
28,89,-120257,-219721.55,4121.978,-23707,Continuing
29,32,-207474,-169918.64,6187.094,-23707,Continuing
30,68,-180293,-179699.64,6126.9136,-23707,Continuing
31,30,-209698,-208635.1,6083.832,-23707,Continuing
32,31,-316345,-216745.03,6535.8164,-23707,Continuing
33,88,-132641,-310480.7,7342.076,-23707,Continuing
34,40,-343647,-282494.78,6769.284,-23707,Continuing
35,62,-40621,-275529.44,7718.592,-23707,Continuing
36,61,-449878,-247175.61,9539.675,-23707,Continuing
37,96,-383479,-313539.94,8567.618,-23707,Continuing
38,36,-190636,-378843.0,9486.149,-23707,Continuing
39,37,-342685,-347544.34,8600.108,-23707,Continuing
40,50,-199330,-356314.16,4874.3867,-23707,Continuing
41,51,-293210,-238074.2,4445.856,-23707,Continuing
42,52,-456484,-278139.9,4551.8945,-23707,Continuing
43,53,-374938,-385469.2,3347.4868,-23707,Continuing
44,54,-376516,-398596.78,2873.0752,-23707,Continuing
45,55,-463506,-373938.6,3114.6519,-23707,Continuing
46,2,-144074,-412984.88,3813.4165,-23707,Continuing
47,87,-183180,-305060.47,5187.4214,-23707,Continuing
48,60,-38893,-306234.12,5348.0156,-23707,Continuing
49,59,-123157,-236637.7,5203.3545,-23707,Continuing
50,86,-91681,-236455.17,9956.234,-23707,Continuing
51,58,-221696,-219723.36,5580.57,-23707,Continuing
52,85,-27122,-225968.42,7567.2593,-23707,Continuing
53,28,-57484,-213149.06,7097.9556,-23707,Continuing
54,29,-286689,-163671.36,6896.503,-23707,Continuing
55,84,-24723,-236814.16,9734.408,-23707,Continuing
56,112,-23707,-165795.2,8537.166,-23707,Max -Instability index reached
