Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,135,-1375402,-206614.6,1642.5891,-23707,Continuing
2,7,-144556,-124172.93,12682.595,-23707,Continuing
3,8,-351227,-143750.9,5065.827,-23707,Continuing
4,0,-480185,-163932.88,9354.587,-23707,Continuing
5,3,-239852,-199243.88,1851.9265,-23707,Continuing
6,63,-300244,-217753.38,1639.7686,-23707,Continuing
7,4,-416657,-241423.39,1279.9994,-23707,Continuing
8,65,-349707,-254175.25,4436.2344,-23707,Continuing
9,69,-252077,-258401.8,1521.9454,-23707,Continuing
10,33,-132665,-261288.02,1988.6953,-23707,Continuing
11,89,-120257,-199733.08,2953.6292,-23707,Continuing
12,32,-207474,-129997.414,3461.7673,-23707,Continuing
13,68,-180293,-161526.86,4387.1694,-23707,Continuing
14,30,-209698,-167063.19,5496.048,-23707,Continuing
15,31,-316345,-190047.2,6155.5317,-23707,Continuing
16,88,-132641,-221270.11,6362.533,-23707,Continuing
17,40,-343647,-220076.0,2779.6252,-23707,Continuing
18,62,-40621,-255857.27,7896.588,-23707,Continuing
19,96,-383479,-226170.16,4195.4624,-23707,Continuing
20,61,-449878,-292180.72,10706.731,-23707,Continuing
21,51,-293210,-173471.36,15179.254,-23707,Continuing
22,45,-481313,-276960.7,9857.804,-23707,Continuing
23,21,-1167261,379866.7,19988.111,-23707,Continuing
24,42,-482218,-369537.44,11458.747,-23707,Continuing
25,52,-456484,-351973.0,15416.164,-23707,Continuing
26,90,-318600,-386581.9,2536.923,-23707,Continuing
27,53,-374938,-400201.47,9636.443,-23707,Continuing
28,36,-190636,-395821.38,1797.209,-23707,Continuing
29,37,-342685,-342440.44,1542.938,-23707,Continuing
30,2,-144074,-356265.03,1674.158,-23707,Continuing
31,87,-183180,-321339.44,1517.4572,-23707,Continuing
32,60,-38893,-311463.1,1783.0175,-23707,Continuing
33,59,-123157,-223063.53,3895.3135,-23707,Continuing
34,86,-91681,-163778.53,5273.7725,-23707,Continuing
35,58,-221696,-126602.59,4518.153,-23707,Continuing
36,85,-27122,-173622.4,6806.1616,-23707,Continuing
37,95,-163985,-137568.16,5373.2534,-23707,Continuing
38,28,-57484,-140576.98,6373.797,-23707,Continuing
39,29,-286689,-108985.41,4581.4985,-23707,Continuing
40,67,-227835,-183403.27,4525.4116,-23707,Continuing
41,84,-24723,-209245.14,5660.2627,-23707,Continuing
42,112,-23707,-150397.16,4403.8154,-23707,Max -Instability index reached
