Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,135,-1375402,-206765.19,1785.9127,-23707,Continuing
2,7,-144556,-123527.89,12981.0205,-23707,Continuing
3,8,-351227,-146145.64,5327.3735,-23707,Continuing
4,0,-480185,-167228.45,9698.004,-23707,Continuing
5,3,-239852,-194768.44,2085.3406,-23707,Continuing
6,63,-300244,-213300.36,1865.8033,-23707,Continuing
7,34,-287734,-239138.14,1461.3678,-23707,Continuing
8,4,-416657,-248149.47,1596.8737,-23707,Continuing
9,38,-224858,-228767.39,4327.605,-23707,Continuing
10,65,-349707,-237392.73,3770.295,-23707,Continuing
11,93,-211852,-248356.72,2280.9448,-23707,Continuing
12,5,-253423,-221027.58,2006.9066,-23707,Continuing
13,6,-273687,-234817.53,1870.0774,-23707,Continuing
14,43,-228347,-241205.61,2067.7725,-23707,Continuing
15,49,-234879,-225405.78,2204.566,-23707,Continuing
16,50,-199330,-244114.17,2856.9878,-23707,Continuing
17,51,-293210,-219697.66,2850.9297,-23707,Continuing
18,80,-438903,-236354.69,3056.0654,-23707,Continuing
19,48,-404845,-274696.7,5700.097,-23707,Continuing
20,92,-261756,-246248.39,1855.8866,-23707,Continuing
21,70,-286563,-263651.44,1862.3396,-23707,Continuing
22,35,-302631,-287055.3,1333.3151,-23707,Continuing
23,52,-456484,-298503.94,6506.246,-23707,Continuing
24,77,-476197,-299104.6,1335.88,-23707,Continuing
25,13,-714735,-287799.7,2034.7325,-23707,Continuing
26,69,-252077,-301626.12,7626.8105,-23707,Continuing
27,33,-132665,-280237.56,7194.8745,-23707,Continuing
28,89,-120257,-216090.97,8339.706,-23707,Continuing
29,32,-207474,-171277.19,9365.613,-23707,Continuing
30,68,-180293,-170113.94,8218.303,-23707,Continuing
31,30,-209698,-182566.45,8051.451,-23707,Continuing
32,31,-316345,-188135.14,7465.1255,-23707,Continuing
33,88,-132641,-214511.42,6580.342,-23707,Continuing
34,40,-343647,-218099.19,6276.2944,-23707,Continuing
35,62,-40621,-232662.61,7091.269,-23707,Continuing
36,96,-383479,-241319.8,7209.3867,-23707,Continuing
37,61,-449878,-251269.6,10454.042,-23707,Continuing
38,2,-144074,-313939.38,10370.975,-23707,Continuing
39,87,-183180,-272457.03,10318.671,-23707,Continuing
40,60,-38893,-294335.1,11044.698,-23707,Continuing
41,59,-123157,-185411.14,10694.039,-23707,Continuing
42,86,-91681,-162128.61,8443.116,-23707,Continuing
43,58,-221696,-160015.12,8809.685,-23707,Continuing
44,85,-27122,-199549.64,8569.077,-23707,Continuing
45,28,-57484,-141068.8,7815.7075,-23707,Continuing
46,29,-286689,-105434.45,8339.686,-23707,Continuing
47,84,-24723,-182892.92,8078.489,-23707,Continuing
48,112,-23707,-120108.54,8668.247,-23707,Max -Instability index reached
