Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,26,-1267615,-206549.44,1539.681,-23707,Continuing
2,7,-144556,-131479.38,11570.228,-23707,Continuing
3,8,-351227,-145250.95,4494.027,-23707,Continuing
4,0,-480185,-172155.19,8525.774,-23707,Continuing
5,3,-239852,-198584.78,1809.2212,-23707,Continuing
6,63,-300244,-215367.23,1659.4535,-23707,Continuing
7,34,-287734,-245988.86,1312.1968,-23707,Continuing
8,33,-132665,-245826.88,1477.1304,-23707,Continuing
9,32,-207474,-119132.56,4978.065,-23707,Continuing
10,89,-120257,-166827.47,6343.4,-23707,Continuing
11,68,-180293,-182189.5,9628.783,-23707,Continuing
12,30,-209698,-234953.84,6482.7793,-23707,Continuing
13,31,-316345,-218459.22,6429.25,-23707,Continuing
14,42,-482218,-233902.2,4793.495,-23707,Continuing
15,4,-416657,-237673.4,3344.9827,-23707,Continuing
16,47,-416405,-214425.88,11178.053,-23707,Continuing
17,65,-349707,-247141.05,6302.864,-23707,Continuing
18,69,-252077,-204283.73,9723.365,-23707,Continuing
19,88,-132641,-268511.84,7150.2695,-23707,Continuing
20,40,-343647,-237250.4,7548.8394,-23707,Continuing
21,62,-40621,-239244.69,8495.89,-23707,Continuing
22,61,-449878,-188683.69,12903.092,-23707,Continuing
23,36,-190636,-239771.72,17360.17,-23707,Continuing
24,96,-383479,-188079.52,21233.547,-23707,Continuing
25,37,-342685,-202911.22,19184.84,-23707,Continuing
26,35,-302631,-299160.6,4043.6213,-23707,Continuing
27,91,-225170,-298216.22,3240.8887,-23707,Continuing
28,64,-269180,-269802.47,3146.9512,-23707,Continuing
29,90,-318600,-295344.2,2483.5168,-23707,Continuing
30,92,-261756,-302500.4,3176.8525,-23707,Continuing
31,5,-253423,-298814.66,3485.3267,-23707,Continuing
32,6,-273687,-289780.97,3413.7783,-23707,Continuing
33,93,-211852,-293044.03,3298.7532,-23707,Continuing
34,70,-286563,-288037.38,3190.1562,-23707,Continuing
35,38,-224858,-319118.75,5089.155,-23707,Continuing
36,44,-299002,-374080.7,3718.7246,-23707,Continuing
37,104,-208028,-320589.47,4315.9175,-23707,Continuing
38,105,-141683,-228798.56,3891.9937,-23707,Continuing
39,9,-914156,-112237.69,4961.1895,-23707,Continuing
40,78,-127394,-273609.2,3446.926,-23707,Continuing
41,103,-145224,-224839.23,7099.6274,-23707,Continuing
42,75,-59256,-146561.42,5975.1343,-23707,Continuing
43,124,-55524,-61973.508,4552.08,-23707,Continuing
44,102,-129483,-64078.297,6464.7417,-23707,Continuing
45,125,-88158,-71557.49,4314.8794,-23707,Continuing
46,126,-93928,-70173.35,3386.0093,-23707,Continuing
47,127,-184086,-76694.87,3053.421,-23707,Continuing
48,101,-239057,-106475.01,3299.9517,-23707,Continuing
49,99,-192477,-192785.4,7668.8164,-23707,Continuing
50,11,-284710,-228580.3,16003.563,-23707,Continuing
51,72,-339668,-257564.25,9967.039,-23707,Continuing
52,12,-602576,-283134.38,12139.76,-23707,Continuing
53,76,-272660,-278155.9,3906.3745,-23707,Continuing
54,41,-370439,-352112.72,2264.57,-23707,Continuing
55,121,-107908,-387637.72,1946.406,-23707,Continuing
56,120,-91655,-204494.36,2125.8677,-23707,Continuing
57,122,-168856,-128909.62,2052.974,-23707,Continuing
58,123,-292981,-125117.68,2113.1594,-23707,Continuing
59,100,-175885,-155359.44,1964.7961,-23707,Continuing
60,74,-140574,-198951.02,1988.205,-23707,Continuing
61,73,-96638,-252894.31,2147.5896,-23707,Continuing
62,13,-714735,-197527.33,19769.959,-23707,Continuing
63,98,-147202,-189839.97,3205.279,-23707,Continuing
64,116,-26197,-216726.22,3808.7004,-23707,Continuing
65,117,-38370,-103081.766,2305.989,-23707,Continuing
66,118,-107494,-83167.45,2153.5833,-23707,Continuing
67,119,-119938,-80573.38,2170.4104,-23707,Continuing
68,71,-87667,-167369.83,3870.7202,-23707,Continuing
69,66,-284939,-141751.02,4549.7583,-23707,Continuing
70,39,-98773,-159746.05,4261.415,-23707,Continuing
71,114,-80413,-266634.5,6108.065,-23707,Continuing
72,84,-24723,-125703.53,4766.266,-23707,Continuing
73,113,-59211,-65446.9,3461.8228,-23707,Continuing
74,112,-23707,-69550.625,3940.4504,-23707,Max -Instability index reached
