Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,26,-1267615,-57569.977,597.32605,-23707,Continuing
2,7,-144556,-635.5414,68.314735,-23707,Continuing
3,0,-480185,-42520.598,4892.713,-23707,Continuing
4,85,-27122,-47465.832,1549.0392,-23707,Continuing
5,58,-221696,-24010.578,1258.3752,-23707,Continuing
6,29,-286689,-95789.305,1621.9889,-23707,Continuing
7,8,-351227,-143622.11,2657.5386,-23707,Continuing
8,86,-91681,-135943.58,1766.9977,-23707,Continuing
9,59,-123157,-134401.5,2216.5962,-23707,Continuing
10,67,-227835,-132558.05,4783.072,-23707,Continuing
11,60,-38893,-151299.45,3073.4753,-23707,Continuing
12,2,-144074,-86529.97,3307.7275,-23707,Continuing
13,87,-183180,-119813.016,3848.718,-23707,Continuing
14,100,-175885,-171747.38,7558.566,-23707,Continuing
15,66,-284939,-205679.69,1683.5697,-23707,Continuing
16,61,-449878,-233091.3,9019.897,-23707,Continuing
17,65,-349707,-254443.92,3828.3994,-23707,Continuing
18,116,-26197,-248100.78,3837.8816,-23707,Continuing
19,117,-38370,-191350.73,3424.7957,-23707,Continuing
20,25,-876981,419083.72,14766.498,-23707,Continuing
21,102,-129483,44299.96,11229.778,-23707,Continuing
22,118,-107494,-23168.152,15477.331,-23707,Continuing
23,119,-119938,-66971.16,14632.41,-23707,Continuing
24,98,-147202,-95855.11,8850.727,-23707,Continuing
25,105,-141683,-169560.7,9626.946,-23707,Continuing
26,74,-140574,-199776.31,9822.688,-23707,Continuing
27,78,-127394,-213034.2,6019.5854,-23707,Continuing
28,104,-208028,-158455.53,8600.987,-23707,Continuing
29,84,-24723,-239479.8,4062.7715,-23707,Continuing
30,112,-23707,-35938.08,3841.5586,-23707,Max -Instability index reached
