Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,26,-1267615,-206593.47,1716.7925,-23707,Continuing
2,7,-144556,-133508.08,10936.858,-23707,Continuing
3,8,-351227,-143353.56,4503.492,-23707,Continuing
4,0,-480185,-172457.11,9026.242,-23707,Continuing
5,3,-239852,-199815.44,1709.6824,-23707,Continuing
6,63,-300244,-218572.1,1550.464,-23707,Continuing
7,65,-349707,-245628.48,2567.109,-23707,Continuing
8,4,-416657,-241289.45,1372.7374,-23707,Continuing
9,69,-252077,-293250.4,3582.0598,-23707,Continuing
10,33,-132665,-296754.25,6751.995,-23707,Continuing
11,89,-120257,-131193.75,10635.761,-23707,Continuing
12,68,-180293,-116516.83,9033.867,-23707,Continuing
13,32,-207474,-142760.62,7817.246,-23707,Continuing
14,30,-209698,-166316.02,6997.278,-23707,Continuing
15,40,-343647,-172303.17,6205.9736,-23707,Continuing
16,31,-316345,-209771.81,6621.434,-23707,Continuing
17,88,-132641,-247836.12,9880.829,-23707,Continuing
18,62,-40621,-295243.9,9318.846,-23707,Continuing
19,61,-449878,-230048.73,11457.559,-23707,Continuing
20,96,-383479,-233674.42,12934.473,-23707,Continuing
21,110,-794499,-313016.5,14749.68,-23707,Continuing
22,36,-190636,-436213.03,8056.8945,-23707,Continuing
23,37,-342685,-318766.25,8429.02,-23707,Continuing
24,90,-318600,-423731.88,5396.4907,-23707,Continuing
25,64,-269180,-378390.1,4625.898,-23707,Continuing
26,91,-225170,-309587.88,3989.656,-23707,Continuing
27,34,-287734,-264180.8,4240.5913,-23707,Continuing
28,35,-302631,-275509.06,4378.9204,-23707,Continuing
29,92,-261756,-360892.1,5879.4854,-23707,Continuing
30,70,-286563,-299264.3,4925.44,-23707,Continuing
31,5,-253423,-301137.7,6157.809,-23707,Continuing
32,21,-1167261,-126793.34,22066.062,-23707,Continuing
33,6,-273687,-262926.84,2227.3604,-23707,Continuing
34,93,-211852,-260928.98,2237.7332,-23707,Continuing
35,38,-224858,-295477.0,3478.0479,-23707,Continuing
36,42,-482218,-310442.62,3249.954,-23707,Continuing
37,95,-163985,-455576.9,3696.2964,-23707,Continuing
38,17,-1103450,-381053.1,18843.355,-23707,Continuing
39,41,-370439,-396089.22,7503.3306,-23707,Continuing
40,47,-416405,-393198.1,8066.384,-23707,Continuing
41,73,-96638,-424559.38,6271.932,-23707,Continuing
42,120,-91655,-268198.7,6837.8496,-23707,Continuing
43,121,-107908,-165757.89,7018.898,-23707,Continuing
44,122,-168856,-140530.72,7199.9565,-23707,Continuing
45,123,-292981,-128156.8,7271.1006,-23707,Continuing
46,100,-175885,-238894.62,6710.52,-23707,Continuing
47,78,-127394,-291305.7,7466.092,-23707,Continuing
48,105,-141683,-167458.92,8180.177,-23707,Continuing
49,104,-208028,-180705.34,6661.53,-23707,Continuing
50,102,-129483,-322212.8,6792.1807,-23707,Continuing
51,9,-914156,-88931.14,10493.917,-23707,Continuing
52,74,-140574,-209281.72,8621.933,-23707,Continuing
53,125,-88158,-211804.69,11889.036,-23707,Continuing
54,75,-59256,-98214.14,10105.209,-23707,Continuing
55,124,-55524,-83252.79,9159.041,-23707,Continuing
56,126,-93928,-73120.43,7561.817,-23707,Continuing
57,127,-184086,-61866.11,6556.4604,-23707,Continuing
58,103,-145224,-165857.31,7220.802,-23707,Continuing
59,101,-239057,-278908.7,7918.1855,-23707,Continuing
60,99,-192477,-384292.9,27434.322,-23707,Continuing
61,72,-339668,-329121.84,41576.234,-23707,Continuing
62,76,-272660,-245139.39,9326.608,-23707,Continuing
63,44,-299002,-344897.06,4036.7998,-23707,Continuing
64,39,-98773,-413437.0,5245.3315,-23707,Continuing
65,71,-87667,-194490.3,11977.104,-23707,Continuing
66,66,-284939,-156732.73,12243.776,-23707,Continuing
67,116,-26197,-223625.66,6972.361,-23707,Continuing
68,117,-38370,-149319.69,5356.3013,-23707,Continuing
69,118,-107494,-90281.89,5457.4854,-23707,Continuing
70,119,-119938,-88955.63,5375.155,-23707,Continuing
71,98,-147202,-184753.77,5140.57,-23707,Continuing
72,84,-24723,-293646.53,2180.4202,-23707,Continuing
73,112,-23707,-142685.2,6964.758,-23707,Max -Instability index reached
