Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,26,-1267615,-38309.504,404.69308,-23707,Continuing
2,21,-1167261,-3031.631,1852.1978,-23707,Continuing
3,71,-87667,-3641.8508,4379.9253,-23707,Continuing
4,0,-480185,-17946.912,4807.398,-23707,Continuing
5,60,-38893,-1808.5895,2520.3293,-23707,Continuing
6,85,-27122,-3815.0596,2645.3984,-23707,Continuing
7,58,-221696,-28219.855,1419.211,-23707,Continuing
8,67,-227835,-36967.35,1561.8456,-23707,Continuing
9,2,-144074,-53797.375,1388.1897,-23707,Continuing
10,59,-123157,-62208.31,922.3924,-23707,Continuing
11,74,-140574,-88580.766,1058.9474,-23707,Continuing
12,98,-147202,-107558.06,1252.7198,-23707,Continuing
13,84,-24723,-101130.79,1390.815,-23707,Continuing
14,115,-98439,-48680.324,2461.4502,-23707,Continuing
15,86,-91681,-67961.805,9286.232,-23707,Continuing
16,118,-107494,-45804.71,5652.4014,-23707,Continuing
17,119,-119938,-76339.28,5761.801,-23707,Continuing
18,112,-23707,-66993.35,2577.8274,-23707,Max -Instability index reached
