Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max yield strength in Dataset,Phase,Stopping Reason
0,73,2381.6,,,2510.3,WarmStart,WarmStart
1,107,1309.1,,,2510.3,WarmStart,WarmStart
2,31,2487.3,2105.431249999985,1072.5,2510.3,ActiveLearning,Continuing
3,244,1081.1,2344.60875,1178.2000000000003,2510.3,ActiveLearning,Continuing
4,273,2402.3,2217.6439999999916,1406.2000000000003,2510.3,ActiveLearning,Continuing
5,71,2501.1,2336.0110000000045,1178.2000000000003,2510.3,ActiveLearning,Continuing
6,292,2372.4,2344.2802499999925,1192.0,2510.3,ActiveLearning,Continuing
7,191,2411.5,2383.4190000000003,1192.0,2510.3,ActiveLearning,Continuing
8,212,2249.6,2324.003499999999,1420.0,2510.3,ActiveLearning,Continuing
9,118,1603.3,1988.015749999996,1420.0,2510.3,ActiveLearning,Continuing
10,159,2356.4,2142.567499999996,1178.2000000000003,2510.3,ActiveLearning,Continuing
11,40,2157.3,2217.4334999999955,1178.2000000000003,2510.3,ActiveLearning,Continuing
12,79,1641.2,2209.312999999999,1178.2000000000003,2510.3,ActiveLearning,Continuing
13,206,2331.1,2381.0075000000033,859.8999999999999,2510.3,ActiveLearning,Continuing
14,277,1172.0,1844.8809999999971,1406.2000000000003,2510.3,ActiveLearning,Continuing
15,108,1164.4,2104.1240000000007,1315.3000000000002,2510.3,ActiveLearning,Continuing
16,99,2411.5,2346.806999999998,859.8999999999999,2510.3,ActiveLearning,Continuing
17,194,1233.3,1911.3819999999976,1247.1,2510.3,ActiveLearning,Continuing
18,47,1228.9,1865.4085000000007,1406.2000000000003,2510.3,ActiveLearning,Continuing
19,289,1571.2,1836.1084999999966,1247.1,2510.3,ActiveLearning,Continuing
20,6,1605.4,1747.3939999999973,1330.4,2510.3,ActiveLearning,Continuing
21,306,2510.3,2329.0655000000042,846.1000000000001,2510.3,ActiveLearning,Max yield strength in Dataset reached
