Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max yield strength in Dataset,Phase,Stopping Reason
0,3,1341.7,,,2510.3,WarmStart,WarmStart
1,24,1383.7,,,2510.3,WarmStart,WarmStart
2,31,2487.3,,,2510.3,WarmStart,WarmStart
3,49,1550.3,,,2510.3,WarmStart,WarmStart
4,52,1332.7,,,2510.3,WarmStart,WarmStart
5,53,1372.9,,,2510.3,WarmStart,WarmStart
6,57,1235.9,,,2510.3,WarmStart,WarmStart
7,67,1438.6,,,2510.3,WarmStart,WarmStart
8,71,2501.1,,,2510.3,WarmStart,WarmStart
9,73,2381.6,,,2510.3,WarmStart,WarmStart
10,76,1669.3,,,2510.3,WarmStart,WarmStart
11,84,1278.2,,,2510.3,WarmStart,WarmStart
12,92,1280.7,,,2510.3,WarmStart,WarmStart
13,96,1233.3,,,2510.3,WarmStart,WarmStart
14,98,1243.4,,,2510.3,WarmStart,WarmStart
15,99,2411.5,,,2510.3,WarmStart,WarmStart
16,105,1358.2,,,2510.3,WarmStart,WarmStart
17,110,1241.0,,,2510.3,WarmStart,WarmStart
18,120,1275.3,,,2510.3,WarmStart,WarmStart
19,151,1109.3,,,2510.3,WarmStart,WarmStart
20,159,2356.4,,,2510.3,WarmStart,WarmStart
21,183,1502.0,,,2510.3,WarmStart,WarmStart
22,197,1348.9,,,2510.3,WarmStart,WarmStart
23,201,1586.7,,,2510.3,WarmStart,WarmStart
24,206,2331.1,,,2510.3,WarmStart,WarmStart
25,212,2249.6,,,2510.3,WarmStart,WarmStart
26,220,1373.9,,,2510.3,WarmStart,WarmStart
27,226,1646.7,,,2510.3,WarmStart,WarmStart
28,228,1240.2,,,2510.3,WarmStart,WarmStart
29,232,1515.8,,,2510.3,WarmStart,WarmStart
30,250,1322.9,,,2510.3,WarmStart,WarmStart
31,251,1369.5,,,2510.3,WarmStart,WarmStart
32,267,1352.2,,,2510.3,WarmStart,WarmStart
33,269,1368.5,,,2510.3,WarmStart,WarmStart
34,273,2402.3,,,2510.3,WarmStart,WarmStart
35,288,1768.0,,,2510.3,WarmStart,WarmStart
36,289,1571.2,,,2510.3,WarmStart,WarmStart
37,302,1311.1,,,2510.3,WarmStart,WarmStart
38,308,1258.6,,,2510.3,WarmStart,WarmStart
39,292,2372.4,2213.456164596745,194.09775307614157,2510.3,ActiveLearning,Continuing
40,191,2411.5,2184.9150020752004,190.9280788088584,2510.3,ActiveLearning,Continuing
41,194,1233.3,2131.5226338070233,192.5968330425678,2510.3,ActiveLearning,Continuing
42,106,2381.6,1963.334003245598,270.7337441439515,2510.3,ActiveLearning,Continuing
43,118,1603.3,1897.8629694081126,262.2873259159603,2510.3,ActiveLearning,Continuing
44,147,1736.3,1836.6088192205357,279.58986247118423,2510.3,ActiveLearning,Continuing
45,210,1580.0,1813.6619056384034,262.03749048929353,2510.3,ActiveLearning,Continuing
46,306,2510.3,1781.7336892261076,291.68628338252967,2510.3,ActiveLearning,Max yield strength in Dataset reached
