Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max yield strength in Dataset,Phase,Stopping Reason
0,75,1471.1,,,2510.3,WarmStart,WarmStart
1,127,1737.2,,,2510.3,WarmStart,WarmStart
2,185,1998.6,,,2510.3,WarmStart,WarmStart
3,227,1874.6,,,2510.3,WarmStart,WarmStart
4,234,1212.6,,,2510.3,WarmStart,WarmStart
5,235,1419.4,,,2510.3,WarmStart,WarmStart
6,292,2372.4,,,2510.3,WarmStart,WarmStart
7,294,1390.4,,,2510.3,WarmStart,WarmStart
8,99,2411.5,2015.5060000000021,1159.8000000000002,2510.3,ActiveLearning,Continuing
9,31,2487.3,2164.714750000001,1198.9,2510.3,ActiveLearning,Continuing
10,306,2510.3,2216.435250000008,1274.7000000000003,2510.3,ActiveLearning,Max yield strength in Dataset reached
