Iteration,Index,Observed Target Value
0,58,211.5086541241532
1,54,197.8404462303588
2,17,106.8193434000782
3,49,242.91509227554656
4,24,98.05789122606568
5,30,42.124759091300646
6,69,110.69482106635698
7,37,152.72295816440803
8,60,272.2240045816517
9,27,141.45379911190125
10,42,179.2410423946837
11,48,171.00469374345903
12,62,277.3861208337041
13,71,270.69323356331364
14,28,147.00005295683096
15,46,242.41091008794928
16,70,172.0732296612731
17,0,81.74085575257114
18,23,53.46447392343188
19,51,181.925661105008
20,2,66.30151481091211
21,63,228.4671903908735
22,13,35.102261317001975
23,15,48.22854697312115
24,40,162.77817832797786
25,18,74.82276309333224
26,5,95.3466236160471
27,25,39.13465426900338
28,65,90.99870959544364
29,34,88.47667256854467
30,53,228.310761552046
31,22,73.67122147772203
32,55,168.33383829683325
33,10,95.58773206251
34,19,56.88500845389184
35,43,178.97379271834268
36,14,39.58562154046682
37,21,50.104313602035774
38,66,64.29918271351211
39,50,174.66437205644556
40,72,189.441220061326
41,6,204.17680289774336
42,61,201.80400290446065
43,32,106.70108583654164
44,9,233.7243724057668
45,59,219.61643412334288
46,67,55.10215022969636
47,7,117.40631603510326
48,20,45.87195384392433
49,38,182.9546167355371
50,11,24.71538796928362
51,64,95.81586876001889
52,29,51.50598562924656
53,45,224.5706110108938
54,39,140.76871335709305
55,12,51.16844398555743
56,41,220.5104016857166
57,3,79.49162278991126
58,8,242.7128680778461
59,47,188.5569729101656
60,57,296.35081017123304
