Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity (measured) (S/cm) in Dataset,Phase,Stopping Reason
0,9,45.53,,,1243.67,WarmStart,WarmStart
1,11,140.7,,,1243.67,WarmStart,WarmStart
2,14,218.67,,,1243.67,WarmStart,WarmStart
3,16,490.06,,,1243.67,WarmStart,WarmStart
4,25,804.11,,,1243.67,WarmStart,WarmStart
5,29,6.19,,,1243.67,WarmStart,WarmStart
6,30,6.44,,,1243.67,WarmStart,WarmStart
7,38,12.19,,,1243.67,WarmStart,WarmStart
8,42,49.98,,,1243.67,WarmStart,WarmStart
9,46,7.85,,,1243.67,WarmStart,WarmStart
10,49,10.58,,,1243.67,WarmStart,WarmStart
11,51,15.85,,,1243.67,WarmStart,WarmStart
12,55,17.96,,,1243.67,WarmStart,WarmStart
13,56,18.43,,,1243.67,WarmStart,WarmStart
14,57,28.51,,,1243.67,WarmStart,WarmStart
15,66,12.36,,,1243.67,WarmStart,WarmStart
16,67,13.46,,,1243.67,WarmStart,WarmStart
17,71,16.13,,,1243.67,WarmStart,WarmStart
18,72,16.51,,,1243.67,WarmStart,WarmStart
19,90,11.47,,,1243.67,WarmStart,WarmStart
20,91,13.25,,,1243.67,WarmStart,WarmStart
21,101,484.36,,,1243.67,WarmStart,WarmStart
22,110,770.35,,,1243.67,WarmStart,WarmStart
23,112,904.29,,,1243.67,WarmStart,WarmStart
24,115,325.56,,,1243.67,WarmStart,WarmStart
25,119,535.99,,,1243.67,WarmStart,WarmStart
26,120,540.19,,,1243.67,WarmStart,WarmStart
27,133,215.93,,,1243.67,WarmStart,WarmStart
28,137,293.93,,,1243.67,WarmStart,WarmStart
29,149,328.45,,,1243.67,WarmStart,WarmStart
30,152,44.1,,,1243.67,WarmStart,WarmStart
31,154,63.81,,,1243.67,WarmStart,WarmStart
32,155,92.38,,,1243.67,WarmStart,WarmStart
33,157,118.34,,,1243.67,WarmStart,WarmStart
34,159,180.26,,,1243.67,WarmStart,WarmStart
35,161,214.21,,,1243.67,WarmStart,WarmStart
36,164,220.66,,,1243.67,WarmStart,WarmStart
37,173,2.740952014,,,1243.67,WarmStart,WarmStart
38,182,160.6199195,,,1243.67,WarmStart,WarmStart
39,187,322.6997586,,,1243.67,WarmStart,WarmStart
40,193,733.7295218,,,1243.67,WarmStart,WarmStart
41,195,179.12,,,1243.67,WarmStart,WarmStart
42,207,289.72,,,1243.67,WarmStart,WarmStart
43,208,297.95,,,1243.67,WarmStart,WarmStart
44,211,382.45,,,1243.67,WarmStart,WarmStart
45,216,696.39,,,1243.67,WarmStart,WarmStart
46,221,561.86,,,1243.67,WarmStart,WarmStart
47,224,637.46,,,1243.67,WarmStart,WarmStart
48,228,697.4,,,1243.67,WarmStart,WarmStart
49,230,738.1,,,1243.67,WarmStart,WarmStart
50,232,824.47,,,1243.67,WarmStart,WarmStart
51,19,634.35,632.0110834503416,157.8479077885716,1243.67,ActiveLearning,Continuing
52,20,688.74,634.221595056958,155.05993811515054,1243.67,ActiveLearning,Continuing
53,21,725.7933279,643.661515623756,151.97632656920908,1243.67,ActiveLearning,Continuing
54,23,788.8326479,655.0618814456113,149.12307509829503,1243.67,ActiveLearning,Continuing
55,26,839.28,670.2302613935282,146.89648558095686,1243.67,ActiveLearning,Continuing
56,27,852.33,686.9324547387423,145.459699095143,1243.67,ActiveLearning,Continuing
57,220,546.79,688.1749382413669,143.7404030859726,1243.67,ActiveLearning,Continuing
58,226,658.86,676.9978131316842,144.47667448116619,1243.67,ActiveLearning,Continuing
59,114,291.41,596.8753179702562,142.38272580223065,1243.67,ActiveLearning,Continuing
60,223,636.48,583.0397363105196,159.68396007077635,1243.67,ActiveLearning,Continuing
61,116,452.8,582.0702341280019,146.2588202514538,1243.67,ActiveLearning,Continuing
62,229,731.11,575.773831558079,145.67244187496806,1243.67,ActiveLearning,Continuing
63,123,552.26,582.9095159112703,145.8859885075983,1243.67,ActiveLearning,Continuing
64,231,772.94,581.4691691678238,144.24808023192588,1243.67,ActiveLearning,Continuing
65,126,660.0,589.5052124797818,145.3486303040559,1243.67,ActiveLearning,Continuing
66,127,1089.12,592.3202948808034,144.11590459249206,1243.67,ActiveLearning,Continuing
67,122,543.75,573.9318090041347,158.07448774498076,1243.67,ActiveLearning,Continuing
68,111,838.31,527.3549955435215,156.6650634397621,1243.67,ActiveLearning,Continuing
69,100,433.78,537.9044600607741,162.49273660243227,1243.67,ActiveLearning,Continuing
70,118,529.11,526.5577536603224,160.56203075977226,1243.67,ActiveLearning,Continuing
71,117,475.46,526.435482784747,159.05334059178298,1243.67,ActiveLearning,Continuing
72,128,1243.67,524.1185950127474,157.6624171480283,1243.67,ActiveLearning,Max Conductivity (measured) (S/cm) in Dataset reached
