Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Conductivity (measured) (S/cm) in Dataset,Phase,Stopping Reason
0,9,45.53,,,1243.67,WarmStart,WarmStart
1,10,45.97,,,1243.67,WarmStart,WarmStart
2,15,411.82,,,1243.67,WarmStart,WarmStart
3,18,617.92,,,1243.67,WarmStart,WarmStart
4,19,634.35,,,1243.67,WarmStart,WarmStart
5,24,800.58,,,1243.67,WarmStart,WarmStart
6,25,804.11,,,1243.67,WarmStart,WarmStart
7,30,6.44,,,1243.67,WarmStart,WarmStart
8,55,17.96,,,1243.67,WarmStart,WarmStart
9,60,63.53,,,1243.67,WarmStart,WarmStart
10,68,13.99,,,1243.67,WarmStart,WarmStart
11,75,26.57,,,1243.67,WarmStart,WarmStart
12,84,7.08,,,1243.67,WarmStart,WarmStart
13,109,750.9,,,1243.67,WarmStart,WarmStart
14,111,838.31,,,1243.67,WarmStart,WarmStart
15,126,660.0,,,1243.67,WarmStart,WarmStart
16,138,302.25,,,1243.67,WarmStart,WarmStart
17,146,312.65,,,1243.67,WarmStart,WarmStart
18,155,92.38,,,1243.67,WarmStart,WarmStart
19,164,220.66,,,1243.67,WarmStart,WarmStart
20,182,160.6199195,,,1243.67,WarmStart,WarmStart
21,185,311.2965408,,,1243.67,WarmStart,WarmStart
22,186,318.1919743,,,1243.67,WarmStart,WarmStart
23,195,179.12,,,1243.67,WarmStart,WarmStart
24,198,195.33,,,1243.67,WarmStart,WarmStart
25,200,207.58,,,1243.67,WarmStart,WarmStart
26,207,289.72,,,1243.67,WarmStart,WarmStart
27,208,297.95,,,1243.67,WarmStart,WarmStart
28,216,696.39,,,1243.67,WarmStart,WarmStart
29,231,772.94,,,1243.67,WarmStart,WarmStart
30,22,766.85,771.0960693359375,66.5599136352539,1243.67,ActiveLearning,Continuing
31,222,602.48,783.1703491210938,24.105180740356445,1243.67,ActiveLearning,Continuing
32,16,490.06,714.5639038085938,85.69152069091797,1243.67,ActiveLearning,Continuing
33,100,433.78,700.7886962890625,147.5867156982422,1243.67,ActiveLearning,Continuing
34,227,695.67,711.958251953125,54.38835906982422,1243.67,ActiveLearning,Continuing
35,114,291.41,672.9052734375,120.65978240966797,1243.67,ActiveLearning,Continuing
36,20,688.74,656.6861572265625,84.47602081298828,1243.67,ActiveLearning,Continuing
37,21,725.7933279,661.7056884765625,71.53376007080078,1243.67,ActiveLearning,Continuing
38,23,788.8326479,667.8282470703125,58.604583740234375,1243.67,ActiveLearning,Continuing
39,26,839.28,697.753662109375,57.07600402832031,1243.67,ActiveLearning,Continuing
40,27,852.33,718.6840209960938,51.86513900756836,1243.67,ActiveLearning,Continuing
41,232,824.47,740.2111206054688,38.90879440307617,1243.67,ActiveLearning,Continuing
42,112,904.29,710.1415405273438,86.62039947509766,1243.67,ActiveLearning,Continuing
43,220,546.79,825.2553100585938,107.39775848388672,1243.67,ActiveLearning,Continuing
44,226,658.86,696.5855712890625,119.14122009277344,1243.67,ActiveLearning,Continuing
45,113,226.22,540.6802978515625,130.5945281982422,1243.67,ActiveLearning,Continuing
46,116,452.8,531.5274047851562,121.01826477050781,1243.67,ActiveLearning,Continuing
47,120,540.19,506.1419372558594,179.96832275390625,1243.67,ActiveLearning,Continuing
48,123,552.26,539.509521484375,96.09530639648438,1243.67,ActiveLearning,Continuing
49,127,1089.12,543.7737426757812,83.92635345458984,1243.67,ActiveLearning,Continuing
50,229,731.11,619.8224487304688,117.77824401855469,1243.67,ActiveLearning,Continuing
51,110,770.35,594.5733032226562,85.33885955810547,1243.67,ActiveLearning,Continuing
52,139,336.24,605.9871826171875,136.36241149902344,1243.67,ActiveLearning,Continuing
53,17,559.01,521.8961791992188,123.30477142333984,1243.67,ActiveLearning,Continuing
54,150,348.88,483.57464599609375,151.9239501953125,1243.67,ActiveLearning,Continuing
55,122,543.75,487.6476135253906,133.8325958251953,1243.67,ActiveLearning,Continuing
56,101,484.36,461.9583435058594,156.97711181640625,1243.67,ActiveLearning,Continuing
57,224,637.46,494.5225830078125,145.63494873046875,1243.67,ActiveLearning,Continuing
58,230,738.1,608.7705688476562,86.12466430664062,1243.67,ActiveLearning,Continuing
59,223,636.48,558.6304321289062,113.58551788330078,1243.67,ActiveLearning,Continuing
60,228,697.4,513.2481689453125,85.92752838134766,1243.67,ActiveLearning,Continuing
61,103,562.06,494.06207275390625,106.09281158447266,1243.67,ActiveLearning,Continuing
62,105,607.72,532.6541748046875,58.78545379638672,1243.67,ActiveLearning,Continuing
63,104,580.44,538.3746337890625,67.31896209716797,1243.67,ActiveLearning,Continuing
64,108,659.36,566.78125,36.87868881225586,1243.67,ActiveLearning,Continuing
65,106,618.72,515.3452758789062,103.56743621826172,1243.67,ActiveLearning,Continuing
66,124,554.41,511.3323669433594,94.51334381103516,1243.67,ActiveLearning,Continuing
